IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_MS_20140624_RUN_USS_REP_COCHRAN,USA_MS_20140624_RUN_USS_REP_MCDANIEL
0,Jefferson Davis,Good Hope 33,Good Hope 33,18,47
0,Jefferson Davis,Granby 11,Granby 11,8,19
0,Jefferson Davis,Green's Creek 23,Green's Creek 23,31,82
0,Jefferson Davis,Gwinville 51,Gwinville 51,8,6
0,Jefferson Davis,Hathorn 24,Hathorn 24,22,37
0,Jefferson Davis,Hebron 52,Hebron 52,20,16
0,Jefferson Davis,Melba 34,Melba 34,12,18
0,Jefferson Davis,Mt Carmel 42,Mt Carmel 42,4,4
0,Jefferson Davis,North East Prentiss 43,North East Prentiss 43,34,60
0,Jefferson Davis,North West Prentiss 53,North West Prentiss 53,24,28
0,Jefferson Davis,Red House 55,Red House 55,49,20
0,Jefferson Davis,Son's Academy 25,Son's Academy 25,10,27
0,Jefferson Davis,South Prentiss 12,South Prentiss 12,88,125
0,Jefferson Davis,South Prentiss 13,South Prentiss 13,35,35
0,Jefferson Davis,Whiting 56,Whiting 56,26,8
0,Jefferson Davis,Williamson Mill 44,Williamson Mill 44,33,58
0,Jefferson,Cannonsburg 4010,Cannonsburg 4010,16,1
0,Jefferson,Chambliss's Restaurant 5030,Chambliss's Restaurant 5030,25,0
0,Jefferson,Chancery Clerk 3010,Chancery Clerk 3010,30,1
0,Jefferson,Church Hill 4020,Church Hill 4020,40,30
0,Jefferson,City Hall 3020,City Hall 3020,39,1
0,Jefferson,Fayette Manor 5020,Fayette Manor 5020,19,2
0,Jefferson,Harriston 1020,Harriston 1020,10,2
0,Jefferson,Highway 33 2040,Highway 33 2040,4,0
0,Jefferson,Lorman 5010,Lorman 5010,24,14
0,Jefferson,Old Hollywood Church 4030,Old Hollywood Church 4030,37,3
0,Jefferson,Red Lick 1030,Red Lick 1030,12,15
0,Jefferson,Rose Hill # 1 Church,Rose Hill # 1 Church,15,3
0,Jefferson,Stampley 2010,Stampley 2010,10,1
0,Jefferson,Superintendent Office 2020,Superintendent Office 2020,4,0
0,Jefferson,Union Church 1010,Union Church 1010,37,38
0,Jones,Antioch,Antioch,28,206
0,Jones,Big Creek,Big Creek,40,241
0,Jones,Blackwell,Blackwell,12,171
0,Jones,Calhoun,Calhoun,115,892
0,Jones,Centerville,Centerville,14,94
0,Jones,Currie,Currie,25,1
0,Jones,Erata,Erata,48,85
0,Jones,First Assembly of God,First Assembly of God,53,224
0,Jones,George Harrison,George Harrison,116,657
0,Jones,Gitano,Gitano,22,111
0,Jones,Glade,Glade,66,480
0,Jones,Hebron,Hebron,74,114
0,Jones,Johnson,Johnson,17,305
0,Jones,L T Ellis Center,L T Ellis Center,243,21
0,Jones,Landrum,Landrum,17,220
0,Jones,Magnolia Center,Magnolia Center,219,191
0,Jones,Matthews,Matthews,28,289
0,Jones,Moselle,Moselle,78,325
0,Jones,Myrick,Myrick,57,550
0,Jones,North Laurel,North Laurel,351,851
0,Jones,Oak Park School,Oak Park School,90,1
0,Jones,Ovett,Ovett,41,311
0,Jones,Parkview Baptist Church,Parkview Baptist Church,146,266
0,Jones,Pine Grove,Pine Grove,39,426
0,Jones,Pleasant Ridge,Pleasant Ridge,36,345
0,Jones,Powers,Powers,59,467
0,Jones,Rainey,Rainey,49,468
0,Jones,Rustin,Rustin,22,279
0,Jones,Sand Hill,Sand Hill,51,414
0,Jones,Sandersville,Sandersville,61,304
0,Jones,Shady Grove,Shady Grove,203,942
0,Jones,Sharon,Sharon,53,620
0,Jones,Shelton,Shelton,62,161
0,Jones,Soso,Soso,53,321
0,Jones,Springhill/Mauldin,Springhill/Mauldin,88,566
0,Jones,Tuckers,Tuckers,46,399
0,Jones,Union,Union,45,355
0,Kemper,Band Bullding,Band Bullding,30,31
0,Kemper,Courthouse,Courthouse,58,59
0,Kemper,Farmers Market,Farmers Market,7,2
0,Kemper,Fort Stevens,Fort Stevens,40,35
0,Kemper,Kellis Store,Kellis Store,7,7
0,Kemper,Kemper Springs,Kemper Springs,6,3
0,Kemper,Lynville,Lynville,65,43
0,Kemper,Lynwood,Lynwood,58,55
0,Kemper,Mount Nebo,Mount Nebo,26,27
0,Kemper,Porterville,Porterville,32,32
0,Kemper,Preston,Preston,45,36
0,Kemper,Satellite,Satellite,53,43
0,Kemper,Scooba A-L,Scooba A-L,13,31
0,Kemper,Scooba M-Z,Scooba M-Z,46,25
0,Lafayette,Abbeville,Abbeville,78,96
0,Lafayette,Airport Grocery,Airport Grocery,82,91
0,Lafayette,Anchor-Taylor 4,Anchor-Taylor 4,65,93
0,Lafayette,Burgess,Burgess,100,47
0,Lafayette,College Hill,College Hill,289,149
0,Lafayette,Denmark-Laf Springs-Pine Bluff,Denmark-Laf Springs-Pine Bluff,78,86
0,Lafayette,Harmontown,Harmontown,38,99
0,Lafayette,Oxford 1,Oxford 1,635,211
0,Lafayette,Oxford 2,Oxford 2,983,337
0,Lafayette,Oxford 3,Oxford 3,300,95
0,Lafayette,Oxford 4,Oxford 4,662,223
0,Lafayette,Oxford 5,Oxford 5,299,71
0,Lafayette,Paris,Paris,49,79
0,Lafayette,Philadelphia,Philadelphia,31,40
0,Lafayette,Taylor 3,Taylor 3,49,22
0,Lafayette,Tula,Tula,48,61
0,Lafayette,Union West 4,Union West 4,42,33
0,Lafayette,Yocona Community Center,Yocona Community Center,98,103
0,Lamar,Arnold Line,Arnold Line,173,254
0,Lamar,Baxterville,Baxterville,42,113
0,Lamar,Breland,Breland,478,467
0,Lamar,Greenville,Greenville,80,221
0,Lamar,Kingsmill,Kingsmill,455,328
0,Lamar,Lake Serene,Lake Serene,581,649
0,Lamar,Lamar Park,Lamar Park,240,273
0,Lamar,Lumberton,Lumberton,128,186
0,Lamar,Midway,Midway,148,404
0,Lamar,Northeast Lamar,Northeast Lamar,203,189
0,Lamar,Oak Grove,Oak Grove,344,498
0,Lamar,Okahola,Okahola,66,143
0,Lamar,Oloh,Oloh,81,188
0,Lamar,Pine Grove,Pine Grove,71,148
0,Lamar,Purvis,Purvis,236,450
0,Lamar,Richburg,Richburg,339,379
0,Lamar,Rocky Branch,Rocky Branch,70,172
0,Lamar,South Purvis,South Purvis,218,471
0,Lamar,Sumrall,Sumrall,304,689
0,Lamar,Wesley Manor,Wesley Manor,187,149
0,Lamar,Yawn,Yawn,27,80
0,Lauderdale,101 - One,101 - One,563,227
0,Lauderdale,105 - Five,105 - Five,561,147
0,Lauderdale,126 - Andrews Chapel,126 - Andrews Chapel,174,141
0,Lauderdale,127 - Bailey,127 - Bailey,292,205
0,Lauderdale,146 - New Lauderdale,146 - New Lauderdale,377,259
0,Lauderdale,153 - Prospect,153 - Prospect,114,83
0,Lauderdale,175 - West Dalewood,175 - West Dalewood,31,41
0,Lauderdale,202 - Two,202 - Two,86,20
0,Lauderdale,204 - Four,204 - Four,52,19
0,Lauderdale,206 - Six,206 - Six,153,32
0,Lauderdale,214 - Fourteen,214 - Fourteen,42,13
0,Lauderdale,235 - Daleville,235 - Daleville,27,21
0,Lauderdale,237 - East Lauderdale,237 - East Lauderdale,154,185
0,Lauderdale,238 - Marion,238 - Marion,131,90
0,Lauderdale,240 - Kewanee,240 - Kewanee,26,33
0,Lauderdale,254 - Russell,254 - Russell,165,145
0,Lauderdale,262 - Toomsuba,262 - Toomsuba,51,55
0,Lauderdale,303 - Three,303 - Three,104,63
0,Lauderdale,313 - Thirteen,313 - Thirteen,344,214
0,Lauderdale,329 - Center Hill,329 - Center Hill,245,303
0,Lauderdale,331 - Collinsville,331 - Collinsville,304,328
0,Lauderdale,343 - Martin,343 - Martin,165,197
0,Lauderdale,361 - Suqualena,361 - Suqualena,323,334
0,Lauderdale,366 - West Lauderdale,366 - West Lauderdale,0,0
0,Lauderdale,407 - Seven,407 - Seven,92,44
0,Lauderdale,408 - Eight,408 - Eight,86,39
0,Lauderdale,409 - Nine,409 - Nine,55,11
0,Lauderdale,410 - Ten,410 - Ten,24,12
0,Lauderdale,411- Eleven,411- Eleven,31,6
0,Lauderdale,412 - Twelve,412 - Twelve,68,16
0,Lauderdale,415 - Fifteen,415 - Fifteen,12,3
0,Lauderdale,420 - Twenty,420 - Twenty,89,28
0,Lauderdale,450 - Pickard,450 - Pickard,86,112
0,Lauderdale,517 - Seventeen,517 - Seventeen,124,120
0,Lauderdale,525 - Alamucha,525 - Alamucha,29,36
0,Lauderdale,528 - Causeyville,528 - Causeyville,73,99
0,Lauderdale,530 - Clarkdale,530 - Clarkdale,205,275
0,Lauderdale,544 - Meehan,544 - Meehan,82,103
0,Lauderdale,549 - Odom,549 - Odom,56,61
0,Lauderdale,560 - South Nellieburg,560 - South Nellieburg,87,77
0,Lauderdale,563 - Valley,563 - Valley,11,32
0,Lauderdale,564 - Vimville,564 - Vimville,183,170
0,Lauderdale,565 - Whynot,565 - Whynot,71,95
0,Lauderdale,567 - Zero,567 - Zero,189,198
0,Lauderdale,583 - Mt Gilead,583 - Mt Gilead,67,98
0,Lawrence,Armory,Armory,22,29
0,Lawrence,Center,Center,29,29
0,Lawrence,Coopers Creek (A-Z),Coopers Creek (A-Z),74,69
0,Lawrence,Courthouse A-Z,Courthouse A-Z,226,168
0,Lawrence,East Arm,East Arm,17,30
0,Lawrence,Grange,Grange,23,36
0,Lawrence,Hooker,Hooker,13,8
0,Lawrence,Jayess,Jayess,65,71
0,Lawrence,Monticello-Beat 5,Monticello-Beat 5,2,0
0,Lawrence,New Hebron,New Hebron,70,91
0,Lawrence,Nola,Nola,18,12
0,Lawrence,Nola 91,Nola 91,0,0
0,Lawrence,North Silver Creek,North Silver Creek,13,17
0,Lawrence,Oakvale,Oakvale,19,34
0,Lawrence,Oma,Oma,8,10
0,Lawrence,Payton Town,Payton Town,3,6
0,Lawrence,Sontag,Sontag,54,34
0,Lawrence,South Silver Creek,South Silver Creek,17,27
0,Lawrence,Stringer,Stringer,30,31
0,Lawrence,Tilton,Tilton,19,38
0,Lawrence,Topeka,Topeka,38,52
0,Lawrence,Wanilla,Wanilla,7,23
0,Lawrence,Wanilla 91,Wanilla 91,1,2
0,Lawrence,West Arm,West Arm,7,25
0,Lawrence,West District 1,West District 1,36,52
0,Lawrence,West Monticello (A-Z),West Monticello (A-Z),96,49
0,Leake,Conway,Conway,20,16
0,Leake,East Carthage,East Carthage,135,96
0,Leake,Edinburg,Edinburg,63,78
0,Leake,Freeny,Freeny,93,58
0,Leake,Good Hope,Good Hope,61,88
0,Leake,Harmony,Harmony,9,14
0,Leake,Lena,Lena,49,32
0,Leake,Madden,Madden,70,58
0,Leake,North Carthage,North Carthage,153,87
0,Leake,Ofahoma,Ofahoma,22,7
0,Leake,Renfroe,Renfroe,53,53
0,Leake,Salem,Salem,54,63
0,Leake,Singleton,Singleton,50,88
0,Leake,South Carthage,South Carthage,30,49
0,Leake,Sunrise,Sunrise,48,58
0,Leake,Thomastown,Thomastown,19,55
0,Leake,Walnut Grove,Walnut Grove,62,39
0,Leake,West Carthage,West Carthage,36,24
0,Leake,Wiggins,Wiggins,32,18
0,Lee,Auburn,Auburn,121,163
0,Lee,Baldwyn,Baldwyn,105,56
0,Lee,Beech Springs,Beech Springs,101,78
0,Lee,Belden,Belden,333,203
0,Lee,Birmingham Ridge,Birmingham Ridge,239,174
0,Lee,Bissell,Bissell,1111,598
0,Lee,Brewer,Brewer,100,61
0,Lee,Cedar Hill,Cedar Hill,169,177
0,Lee,Davis Box,Davis Box,25,22
0,Lee,East Heights,East Heights,109,85
0,Lee,Eggville,Eggville,60,93
0,Lee,Euciatubba,Euciatubba,34,68
0,Lee,Fellowship,Fellowship,63,74
0,Lee,Friendship,Friendship,38,29
0,Lee,Gilvo,Gilvo,32,28
0,Lee,Guntown,Guntown,59,118
0,Lee,Hebron,Hebron,32,71
0,Lee,Kedron,Kedron,53,70
0,Lee,Mooreville,Mooreville,139,192
0,Lee,Nettleton,Nettleton,120,109
0,Lee,Oak Hill,Oak Hill,269,221
0,Lee,Old Union,Old Union,49,46
0,Lee,Palmetto,Palmetto,75,102
0,Lee,Petersburg,Petersburg,37,43
0,Lee,Palntersville,Palntersville,98,79
0,Lee,Pleasant Grove,Pleasant Grove,63,67
0,Lee,Pratts,Pratts,47,59
0,Lee,Richmond,Richmond,62,70
0,Lee,Saltillo,Saltillo,311,377
0,Lee,Shannon,Shannon,59,46
0,Lee,Tupelo 1,Tupelo 1,274,74
0,Lee,Tupelo 2,Tupelo 2,733,275
0,Lee,Tupelo 3,Tupelo 3,747,455
0,Lee,Tupelo 4 North,Tupelo 4 North,176,73
0,Lee,Tupelo 4 South,Tupelo 4 South,84,34
0,Lee,Tupelo 5,Tupelo 5,115,60
0,Lee,Unity,Unity,50,76
0,Lee,Verona,Verona,130,89
0,Leflore,Central Gwd,Central Gwd,35,10
0,Leflore,East Gwd,East Gwd,23,0
0,Leflore,Minter City,Minter City,45,20
0,Leflore,Money,Money,40,12
0,Leflore,Morgan City,Morgan City,29,12
0,Leflore,Mvsu,Mvsu,15,4
0,Leflore,Ne Gwd,Ne Gwd,43,8
0,Leflore,North Gwd,North Gwd,1153,305
0,Leflore,North Itta Bena,North Itta Bena,31,17
0,Leflore,Precinct 65,Precinct 65,0,0
0,Leflore,Rising Sun,Rising Sun,10,2
0,Leflore,Schlater,Schlater,40,9
0,Leflore,Sidon,Sidon,28,8
0,Leflore,South Gwd,South Gwd,8,1
0,Leflore,South Itta Bena,South Itta Bena,17,4
0,Leflore,Southeast Gwd,Southeast Gwd,82,35
0,Leflore,Southwest Gwd,Southwest Gwd,15,0
0,Leflore,Swiftown,Swiftown,21,0
0,Leflore,West Gwd,West Gwd,83,8
0,Lincoln,Alexander,Alexander,24,2
0,Lincoln,Arlington,Arlington,101,81
0,Lincoln,Big Springs,Big Springs,38,36
0,Lincoln,Bogue Chitto,Bogue Chitto,45,36
0,Lincoln,Bringal,Bringal,21,8
0,Lincoln,Caseyville,Caseyville,64,58
0,Lincoln,City Hall,City Hall,88,35
0,Lincoln,East Lincoln,East Lincoln,71,43
0,Lincoln,Enterprise,Enterprise,149,172
0,Lincoln,Fair River,Fair River,62,38
0,Lincoln,Forrestry,Forrestry,100,80
0,Lincoln,Government Complex A,Government Complex A,0,0
0,Lincoln,Government Complex ,Government Complex ,15,8
0,Lincoln,Halbert Heights A,Halbert Heights A,56,20
0,Lincoln,Halbert Heights B,Halbert Heights B,2,1
0,Lincoln,Halber Heights,Halber Heights,377,157
0,Lincoln,Heucks Retreat,Heucks Retreat,133,100
0,Lincoln,High School,High School,14,7
0,Lincoln,Johnson,Johnson,105,84
0,Lincoln,Johnson Grove,Johnson Grove,108,109
0,Lincoln,Lipsey,Lipsey,139,80
0,Lincoln,Little Bahala,Little Bahala,27,42
0,Lincoln,Loyd Star,Loyd Star,158,138
0,Lincoln,Montgomery,Montgomery,50,42
0,Lincoln,New Sight,New Sight,177,123
0,Lincoln,Norfield,Norfield,52,24
0,Lincoln,Old Brook,Old Brook,312,142
0,Lincoln,Old Red Star,Old Red Star,95,67
0,Lincoln,Pearlhaven,Pearlhaven,42,8
0,Lincoln,Rogers Circle A,Rogers Circle A,4,2
0,Lincoln,Rogers Circle,Rogers Circle,61,42
0,Lincoln,Ruth,Ruth,75,125
0,Lincoln,Vaughn,Vaughn,58,62
0,Lincoln,West Lincoln,West Lincoln,106,113
0,Lincoln,Zetus,Zetus,92,101
0,Lowndes,Airbase,Airbase,89,77
0,Lowndes,Artesia,Artesia,14,13
0,Lowndes,Brandon,Brandon,340,199
0,Lowndes,Caledonia,Caledonia,398,447
0,Lowndes,Coleman,Coleman,5,0
0,Lowndes,Columbus High School,Columbus High School,248,106
0,Lowndes,Crawford,Crawford,48,14
0,Lowndes,First Assembly,First Assembly,830,446
0,Lowndes,Hunt,Hunt,12,0
0,Lowndes,Immanuel School,Immanuel School,132,94
0,Lowndes,National Guard Armory,National Guard Armory,122,77
0,Lowndes,New Hope,New Hope,680,539
0,Lowndes,Plum Grove,Plum Grove,4,4
0,Lowndes,Propst Park Community Hut,Propst Park Community Hut,6,0
0,Lowndes,Rural Hill,Rural Hill,221,270
0,Lowndes,Sale,Sale,69,37
0,Lowndes,Steens,Steens,104,66
0,Lowndes,Townsend Park,Townsend Park,37,11
0,Lowndes,Trinity,Trinity,135,65
0,Lowndes,Union Academy,Union Academy,46,21
0,Lowndes,University,University,222,61
0,Lowndes,West Lowndes,West Lowndes,223,127
0,Madison,Bear Creek,Bear Creek,190,149
0,Madison,Bible Church,Bible Church,6,0
0,Madison,Camden,Camden,53,21
0,Madison,Cameron,Cameron,32,30
0,Madison,Canton Fire Station #4,Canton Fire Station #4,38,24
0,Madison,Canton Precinct 1,Canton Precinct 1,146,91
0,Madison,Canton Precinct 2,Canton Precinct 2,282,161
0,Madison,Canton Precinct 3,Canton Precinct 3,56,49
0,Madison,Canton Precinct 4,Canton Precinct 4,118,34
0,Madison,Canton Precinct 5,Canton Precinct 5,19,1
0,Madison,Canton Precinct 7,Canton Precinct 7,14,2
0,Madison,Cedar Grove Baptist,Cedar Grove Baptist,29,41
0,Madison,China Grove Church,China Grove Church,713,349
0,Madison,Colonial Heights,Colonial Heights,216,134
0,Madison,Couparle,Couparle,4,2
0,Madison,FBC Madison Campus,FBC Madison Campus,523,365
0,Madison,FBC of Madison,FBC of Madison,800,435
0,Madison,Farmhaven,Farmhaven,47,27
0,Madison,Feans Chapel Freewill Baptist,Feans Chapel Freewill Baptist,220,232
0,Madison,First Presbyterian Madison,First Presbyterian Madison,563,330
0,Madison,Gluckstadt @ St Joe Catholic,Gluckstadt @ St Joe Catholic,738,503
0,Madison,Greater Mt Levi Full Gospel,Greater Mt Levi Full Gospel,7,4
0,Madison,Highland Colony Baptist,Highland Colony Baptist,1264,380
0,Madison,Lake Caroline Clubhouse,Lake Caroline Clubhouse,536,362
0,Madison,Mad. Co. Baptis Family Life Ct,Mad. Co. Baptis Family Life Ct,40,0
0,Madison,Magnolia Heights,Magnolia Heights,69,65
0,Madison,New Life,New Life,386,320
0,Madison,Northbay,Northbay,337,154
0,Madison,Parkway,Parkway,1088,456
0,Madison,Pleasant Gift Baptist,Pleasant Gift Baptist,101,94
0,Madison,Rigel's 1st Methodist Church,Rigel's 1st Methodist Church,432,270
0,Madison,Ridgeland Precinct 4,Ridgeland Precinct 4,111,54
0,Madison,Ridgeland Recreation Center,Ridgeland Recreation Center,805,401
0,Madison,Sharon,Sharon,38,18
0,Madison,Smith-School,Smith-School,86,79
0,Madison,Sunnybrook,Sunnybrook,165,80
0,Madison,Tougaloo,Tougaloo,17,0
0,Madison,Trace Ridge Baptist Church,Trace Ridge Baptist Church,616,285
0,Madison,Twin Lakes Baptist Church,Twin Lakes Baptist Church,317,144
0,Madison,Victory Baptist,Victory Baptist,486,217
0,Madison,Victory Christian Comm. Church,Victory Christian Comm. Church,699,428
0,Madison,Virlilia,Virlilia,84,43
0,Marion,Balls Mills,Balls Mills,44,135
0,Marion,Carley,Carley,97,270
0,Marion,Cedar Grove,Cedar Grove,39,98
0,Marion,City Hall,City Hall,33,49
0,Marion,Court House,Court House,98,109
0,Marion,Darbun,Darbun,34,52
0,Marion,East Columbia,East Columbia,83,102
0,Marion,Foxworth,Foxworth,77,145
0,Marion,Goss,Goss,54,135
0,Marion,Hub,Hub,34,70
0,Marion,Jefferson School,Jefferson School,8,0
0,Marion,Kokomo,Kokomo,38,111
0,Marion,Little Rock,Little Rock,22,47
0,Marion,Morgantown,Morgantown,41,111
0,Marion,Morris,Morris,128,320
0,Marion,National Guard,National Guard,300,400
0,Marion,Pine Burr,Pine Burr,20,110
0,Marion,Pittman,Pittman,41,126
0,Marion,Popetown,Popetown,81,132
0,Marion,Sandy Hook,Sandy Hook,29,85
0,Marion,South Columbia,South Columbia,6,1
0,Marion,Union,Union,29,117
0,Marion,White Bluff,White Bluff,11,25
0,Marshall,1 North Holly Springs,1 North Holly Springs,59,40
0,Marshall,1 Red Banks,1 Red Banks,32,103
0,Marshall,1 West Holly Springs,1 West Holly Springs,66,32
0,Marshall,2 Early Grove,2 Early Grove,2,22
0,Marshall,2 Hudsonville,2 Hudsonville,7,23
0,Marshall,2 Mt Pleasant,2 Mt Pleasant,50,204
0,Marshall,2 North Cayce,2 North Cayce,24,65
0,Marshall,2 North Holly Springs,2 North Holly Springs,42,22
0,Marshall,2 Slayden,2 Slayden,30,105
0,Marshall,3 Barton,3 Barton,61,253
0,Marshall,3 Byhalia,3 Byhalia,122,251
0,Marshall,3 Cayce,3 Cayce,23,68
0,Marshall,4 Chulahoma,4 Chulahoma,9,18
0,Marshall,4 Laws Hill,4 Laws Hill,5,19
0,Marshall,4 Marianna,4 Marianna,36,43
0,Marshall,4 Victoria,4 Victoria,44,37
0,Marshall,4 Wall Hill,4 Wall Hill,20,40
0,Marshall,4 Warsaw,4 Warsaw,12,57
0,Marshall,4 Watson,4 Watson,34,82
0,Marshall,5 Bethlehem,5 Bethlehem,23,55
0,Marshall,5 Comersville,5 Comersville,17,43
0,Marshall,5 Potts Camp,5 Potts Camp,111,113
0,Marshall,5 South Holly Springs,5 South Holly Springs,175,161
0,Marshall,5 Waterford,5 Waterford,25,87
0,Monroe,1 Armory First,1 Armory First,209,111
0,Monroe,1 Bigbee,1 Bigbee,15,26
0,Monroe,1 Boyds,1 Boyds,51,72
0,Monroe,1 Hatley,1 Hatley,206,227
0,Monroe,1 Smithville,1 Smithville,147,89
0,Monroe,2 Armory Second,2 Armory Second,310,240
0,Monroe,2 Becker,2 Becker,162,158
0,Monroe,2 Parham,2 Parham,32,27
0,Monroe,2 Sipsey,2 Sipsey,22,35
0,Monroe,2 Williams,2 Williams,5,20
0,Monroe,3 Aberdeen Third,3 Aberdeen Third,168,83
0,Monroe,3 Athens,3 Athens,64,58
0,Monroe,3 Bartahatchie,3 Bartahatchie,54,34
0,Monroe,3 Greenwood Springs,3 Greenwood Springs,26,21
0,Monroe,3 Hamilton,3 Hamilton,156,196
0,Monroe,3 Lackey,3 Lackey,128,120
0,Monroe,4 Darracott,4 Darracott,41,30
0,Monroe,4 Gibson,4 Gibson,22,17
0,Monroe,4 North Aberdeen,4 North Aberdeen,158,86
0,Monroe,4 Prairie,4 Prairie,8,14
0,Monroe,4 South Aberdeen,4 South Aberdeen,57,22
0,Monroe,5 Amory Fifth,5 Amory Fifth,0,0
0,Monroe,5 Central Grove,5 Central Grove,26,22
0,Monroe,5 Nettleton,5 Nettleton,54,75
0,Monroe,5 Willis,5 Willis,40,23
0,Monroe,5 Wren,5 Wren,103,117
0,Montgomery,Duck Hill,Duck Hill,57,81
0,Montgomery,East Winona,East Winona,48,31
0,Montgomery,Kilmichael,Kilmichael,65,58
0,Montgomery,Lodi,Lodi,8,8
0,Montgomery,Mt. Pisgah,Mt. Pisgah,23,41
0,Montgomery,North Duck Hill,North Duck Hill,17,21
0,Montgomery,North Kilmichael,North Kilmichael,1,5
0,Montgomery,North Mt Pisgah Sweethome,North Mt Pisgah Sweethome,16,18
0,Montgomery,North Winona,North Winona,190,97
0,Montgomery,Nations,Nations,37,57
0,Montgomery,Popiar Creek,Popiar Creek,11,28
0,Montgomery,South Winoma,South Winoma,63,31
0,Montgomery,Southeast Winoma,Southeast Winoma,20,20
0,Montgomery,Stewart,Stewart,17,18
0,Montgomery,West Winoma,West Winoma,97,101
0,Neshoba,Arlington,Arlington,65,61
0,Neshoba,Bogue Chitto,Bogue Chitto,23,4
0,Neshoba,Burnside,Burnside,30,33
0,Neshoba,Center,Center,50,44
0,Neshoba,County Line,County Line,57,79
0,Neshoba,Deemer,Deemer,42,36
0,Neshoba,Dixon,Dixon,67,71
0,Neshoba,East Neshoba,East Neshoba,17,18
0,Neshoba,Fairview,Fairview,33,23
0,Neshoba,Forestdale,Forestdale,70,46
0,Neshoba,Fork,Fork,44,52
0,Neshoba,Fusky,Fusky,36,64
0,Neshoba,Hays,Hays,65,53
0,Neshoba,Herbert,Herbert,50,68
0,Neshoba,Hope,Hope,36,29
0,Neshoba,House,House,95,83
0,Neshoba,Mcdonald,Mcdonald,79,105
0,Neshoba,Neshoba,Neshoba,58,68
0,Neshoba,North Bend,North Bend,88,68
0,Neshoba,Northeast Philadelphia,Northeast Philadelphia,299,207
0,Neshoba,Northwest Philadelphia,Northwest Philadelphia,56,33
0,Neshoba,Pearl River,Pearl River,61,18
0,Neshoba,South Philadelphia,South Philadelphia,44,22
0,Neshoba,Southeast Philadelphia,Southeast Philadelphia,298,184
0,Neshoba,Tucker - District One,Tucker - District One,9,4
0,Neshoba,Tucker - District Three,Tucker - District Three,95,97
0,Neshoba,Zephyrhill,Zephyrhill,51,48
0,Newton,Chunky,Chunky,50,120
0,Newton,Conehatta,Conehatta,53,76
0,Newton,Decatur #1,Decatur #1,101,98
0,Newton,Decatur 2,Decatur 2,108,81
0,Newton,Duffee,Duffee,91,104
0,Newton,Hickory,Hickory,140,226
0,Newton,Lawrence,Lawrence,113,126
0,Newton,Little Rock,Little Rock,118,186
0,Newton,Newton #1,Newton #1,29,11
0,Newton,Newton #4,Newton #4,150,141
0,Newton,Newton #5,Newton #5,123,50
0,Newton,Prospect,Prospect,75,66
0,Newton,Scanian,Scanian,129,108
0,Newton,Union #1,Union #1,23,20
0,Newton,Union #2,Union #2,105,110
0,Newton,Union #3,Union #3,58,65
0,Noxubee,Brooksville,Brooksville,110,59
0,Noxubee,Cliftonville,Cliftonville,6,13
0,Noxubee,District 3 Central,District 3 Central,63,34
0,Noxubee,Earl Nash Gym,Earl Nash Gym,98,53
0,Noxubee,Mashulaville,Mashulaville,42,43
0,Noxubee,Prairie Point,Prairie Point,20,27
0,Noxubee,Shuqualak,Shuqualak,46,42
0,Noxubee,Summerville,Summerville,16,31
0,Noxubee,Vo-Tech,Vo-Tech,0,0
0,Oktibbeha,Bell Schoolhouse,Bell Schoolhouse,48,39
0,Oktibbeha,Center Grove/North Adaton,Center Grove/North Adaton,84,68
0,Oktibbeha,Central Starkville,Central Starkville,106,23
0,Oktibbeha,Craig Springs/South Bradley,Craig Springs/South Bradley,52,38
0,Oktibbeha,East Starkville,East Starkville,37,6
0,Oktibbeha,Gillespie,Gillespie,121,33
0,Oktibbeha,Hickory Grove/Southeast,Hickory Grove/Southeast,128,145
0,Oktibbeha,Maben,Maben,35,14
0,Oktibbeha,North Longview,North Longview,166,80
0,Oktibbeha,North Starkville District 2,North Starkville District 2,68,19
0,Oktibbeha,North Starkville District 3,North Starkville District 3,445,111
0,Oktibbeha,Northeast Starkville,Northeast Starkville,77,31
0,Oktibbeha,Oktoc,Oktoc,105,35
0,Oktibbeha,Osborn,Osborn,103,43
0,Oktibbeha,Self Creek/Double Springs,Self Creek/Double Springs,81,78
0,Oktibbeha,Sessums,Sessums,88,38
0,Oktibbeha,South Adaton,South Adaton,79,51
0,Oktibbeha,South Longview,South Longview,41,23
0,Oktibbeha,South Starkville,South Starkville,1222,303
0,Oktibbeha,Sturgis/North Bradley,Sturgis/North Bradley,136,135
0,Oktibbeha,West Starkville,West Starkville,522,220
0,Panola,Batesville # 3,Batesville # 3,102,105
0,Panola,Cold Springs,Cold Springs,11,28
0,Panola,Cole'S Point,Cole'S Point,40,80
0,Panola,Como,Como,68,88
0,Panola,Courtland,Courtland,47,48
0,Panola,Crenshaw,Crenshaw,24,31
0,Panola,Curtis,Curtis,14,14
0,Panola,East Batesville,East Batesville,173,179
0,Panola,East Batesville # 4,East Batesville # 4,157,78
0,Panola,East Sardis,East Sardis,55,78
0,Panola,Enon,Enon,17,23
0,Panola,Eureka,Eureka,83,155
0,Panola,Longtown,Longtown,14,26
0,Panola,Macedonia-Concord,Macedonia-Concord,9,9
0,Panola,North Batesville # A,North Batesville # A,110,74
0,Panola,North Batesville # B,North Batesville # B,9,39
