IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_NV_20161108_GEN_PRE_DEM_CLINTON,USA_NV_20161108_GEN_PRE_REP_TRUMP,USA_NV_20161108_GEN_PRE_LIB_JOHNSON,USA_NV_20161108_GEN_PRE_IND_CASTLE,USA_NV_20161108_GEN_PRE_NOP_FUENTE,USA_NV_20161108_GEN_PRE_OTH_OTHER,USA_NV_20161108_GEN_USS_DEM_CORTEZ,USA_NV_20161108_GEN_USS_REP_HECK,USA_NV_20161108_GEN_USS_IND_JONES,USA_NV_20161108_GEN_USS_NOP_SAWYER,USA_NV_20161108_GEN_USS_NOP_GUMINA,USA_NV_20161108_GEN_USS_NOP_WILLIAMS,USA_NV_20161108_GEN_USS_OTH_OTHER
0,_Clark,_2673,_002673,38,72,4,1,0,1,38,69,3,5,0,1,0
0,_Clark,_2674,_002674,682,464,48,4,3,34,667,436,23,18,14,5,43
0,_Clark,_2675,_002675,4,17,1,0,0,0,5,16,0,1,0,0,0
0,_Clark,_2676,_002676,8,18,0,1,0,1,7,18,1,0,0,0,1
0,_Clark,_2681,_002681,2,0,0,0,0,0,2,0,0,0,0,0,0
0,_Clark,_2682,_002682,358,450,18,0,1,24,360,415,8,10,7,6,34
0,_Clark,_2683,_002683,1,2,0,0,0,0,1,2,0,0,0,0,0
0,_Clark,_2684,_002684,8,13,1,0,0,0,8,12,0,0,0,0,1
0,_Clark,_2685,_002685,0,2,0,0,0,0,0,2,0,0,0,0,0
0,_Clark,_2691,_002691,9,21,0,0,0,0,10,15,4,1,0,0,0
0,_Clark,_2692,_002692,407,542,26,4,2,22,418,505,13,10,12,3,30
0,_Clark,_2693,_002693,32,58,1,0,0,5,39,50,3,0,1,0,3
0,_Clark,_2694,_002694,0,1,0,0,0,0,0,1,0,0,0,0,0
0,_Clark,_2695,_002695,361,568,26,2,3,20,372,513,20,15,15,8,25
0,_Clark,_2696,_002696,20,19,0,0,0,1,21,15,0,2,0,0,2
0,_Clark,_2700,_002700,398,362,21,5,0,11,404,316,16,9,2,5,30
0,_Clark,_2701,_002701,480,606,43,7,5,30,487,541,35,21,14,11,46
0,_Clark,_2702,_002702,357,311,21,1,1,16,342,307,6,12,3,6,25
0,_Clark,_2703,_002703,1,3,0,0,0,0,1,3,0,0,0,0,0
0,_Clark,_2704,_002704,8,23,0,0,0,1,9,18,1,0,0,0,4
0,_Clark,_2705,_002705,403,404,25,2,0,27,399,380,9,13,7,4,35
0,_Clark,_2706,_002706,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2709,_002709,279,304,20,0,2,15,283,271,11,4,8,3,25
0,_Clark,_2710,_002710,310,289,31,2,1,18,305,256,22,8,9,5,30
0,_Clark,_2711,_002711,421,452,21,4,5,25,415,406,14,12,15,8,45
0,_Clark,_2712,_002712,0,2,0,0,0,0,0,2,0,0,0,0,0
0,_Clark,_2713,_002713,408,186,18,4,4,17,391,181,9,9,6,7,26
0,_Clark,_2714,_002714,454,150,16,7,0,23,420,159,12,13,3,9,25
0,_Clark,_2715,_002715,0,1,0,0,0,0,0,1,0,0,0,0,0
0,_Clark,_2716,_002716,753,321,44,10,1,24,718,286,18,18,14,9,64
0,_Clark,_2720,_002720,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2721,_002721,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2722,_002722,190,77,14,4,1,13,168,86,4,3,2,0,28
0,_Clark,_2723,_002723,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2724,_002724,558,275,32,6,4,23,522,265,17,14,7,13,42
0,_Clark,_2725,_002725,71,387,9,8,3,8,67,386,5,8,3,3,11
0,_Clark,_2726,_002726,71,375,8,6,1,14,75,351,10,11,4,5,15
0,_Clark,_2727,_002727,169,730,25,16,1,25,182,694,17,23,10,5,19
0,_Clark,_2729,_002729,302,86,19,2,2,10,287,96,5,8,2,0,21
0,_Clark,_2730,_002730,842,316,52,13,7,21,785,335,20,12,16,14,51
0,_Clark,_2731,_002731,531,897,26,12,3,32,520,841,23,21,13,12,49
0,_Clark,_2732,_002732,403,515,29,6,1,29,382,469,25,12,6,7,54
0,_Clark,_2733,_002733,423,216,29,2,4,22,398,224,10,12,7,6,25
0,_Clark,_2734,_002734,553,294,25,10,4,21,552,272,13,12,4,13,29
0,_Clark,_2735,_002735,495,184,19,3,2,18,458,177,8,15,8,8,33
0,_Clark,_2736,_002736,269,164,15,2,0,6,248,151,13,8,9,3,20
0,_Clark,_2737,_002737,622,165,27,8,0,13,601,160,17,6,5,6,30
0,_Clark,_2738,_002738,425,262,22,5,1,17,416,237,9,11,5,5,31
0,_Clark,_2740,_002740,608,251,20,3,4,17,551,211,15,18,10,17,58
0,_Clark,_2742,_002742,397,187,25,4,1,13,373,178,11,9,5,6,32
0,_Clark,_2743,_002743,627,353,25,7,7,30,602,321,19,24,16,9,45
0,_Clark,_2745,_002745,6,6,0,0,0,1,8,5,0,0,0,0,0
0,_Clark,_2746,_002746,404,244,19,5,1,16,397,207,17,13,9,11,22
0,_Clark,_2751,_002751,363,135,10,1,2,12,332,125,12,9,5,7,27
0,_Clark,_2752,_002752,840,184,18,7,5,20,785,176,13,11,8,9,45
0,_Clark,_2770,_002770,40,10,2,0,0,2,36,9,1,1,1,2,3
0,_Clark,_2775,_002775,460,860,21,6,2,39,463,839,18,6,14,6,26
0,_Clark,_2776,_002776,399,975,28,4,0,26,399,910,29,19,7,7,33
0,_Clark,_2904,_002904,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2906,_002906,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2907,_002907,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2911,_002911,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2914,_002914,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2916,_002916,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2917,_002917,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2919,_002919,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2920,_002920,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2927,_002927,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2930,_002930,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2931,_002931,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2934,_002934,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2938,_002938,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2946,_002946,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2948,_002948,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2949,_002949,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2951,_002951,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2957,_002957,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2959,_002959,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2961,_002961,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2962,_002962,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2969,_002969,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2970,_002970,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2971,_002971,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2972,_002972,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2973,_002973,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2974,_002974,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2975,_002975,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2976,_002976,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2977,_002977,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_2978,_002978,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3036,_003036,264,352,5,1,1,15,264,322,9,2,6,2,21
0,_Clark,_3037,_003037,231,292,5,1,0,9,241,251,3,5,5,4,17
0,_Clark,_3040,_003040,327,559,10,3,0,11,325,529,6,6,3,6,15
0,_Clark,_3151,_003151,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3152,_003152,22,37,5,0,0,1,17,38,3,0,0,2,4
0,_Clark,_3191,_003191,0,2,0,0,0,0,0,2,0,0,0,0,0
0,_Clark,_3217,_003217,679,623,43,4,4,26,645,613,14,16,15,5,46
0,_Clark,_3361,_003361,503,435,26,3,3,24,487,394,16,18,13,3,44
0,_Clark,_3363,_003363,565,698,30,1,0,40,506,738,8,9,8,2,41
0,_Clark,_3364,_003364,503,812,20,4,3,39,455,845,9,10,6,4,28
0,_Clark,_3365,_003365,338,355,15,0,0,15,303,383,8,3,4,1,17
0,_Clark,_3366,_003366,285,422,16,2,0,28,258,462,5,0,2,0,17
0,_Clark,_3370,_003370,351,371,17,2,0,13,344,343,9,7,6,3,29
0,_Clark,_3371,_003371,338,245,8,2,0,9,320,229,5,6,2,2,25
0,_Clark,_3372,_003372,494,467,29,0,2,24,474,454,14,5,8,6,34
0,_Clark,_3373,_003373,527,579,39,3,0,29,478,628,4,9,10,5,32
0,_Clark,_3374,_003374,359,365,23,1,1,16,326,380,9,3,6,2,31
0,_Clark,_3375,_003375,546,602,31,3,4,31,530,597,8,10,10,2,35
0,_Clark,_3380,_003380,270,172,15,1,1,12,254,168,10,5,4,3,19
0,_Clark,_3381,_003381,603,666,49,5,2,22,574,683,14,13,5,3,35
0,_Clark,_3382,_003382,508,459,44,1,0,19,495,434,15,7,9,4,53
0,_Clark,_3383,_003383,348,648,13,1,0,17,351,614,11,3,5,3,22
0,_Clark,_3385,_003385,625,731,32,5,2,29,605,753,14,5,7,4,18
0,_Clark,_3386,_003386,319,356,10,3,1,23,282,399,5,7,3,1,10
0,_Clark,_3391,_003391,333,279,24,0,1,18,323,279,10,6,3,7,11
0,_Clark,_3392,_003392,356,329,21,3,1,19,338,329,4,9,10,5,20
0,_Clark,_3393,_003393,273,244,18,5,0,17,268,247,5,9,5,1,13
0,_Clark,_3395,_003395,358,443,12,2,1,12,347,425,5,3,5,1,26
0,_Clark,_3413,_003413,309,450,13,0,1,12,316,428,6,4,5,5,14
0,_Clark,_3414,_003414,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3416,_003416,496,477,36,5,1,28,480,446,25,13,9,18,39
0,_Clark,_3417,_003417,753,566,64,5,2,46,739,551,20,16,10,9,66
0,_Clark,_3418,_003418,247,281,20,1,0,6,227,281,13,6,2,5,6
0,_Clark,_3430,_003430,465,372,27,6,3,18,461,334,13,11,10,5,39
0,_Clark,_3431,_003431,447,422,23,5,2,12,442,370,21,7,9,6,37
0,_Clark,_3433,_003433,2,0,0,0,0,0,2,0,0,0,0,0,0
0,_Clark,_3435,_003435,597,464,46,12,4,29,595,436,22,18,7,11,51
0,_Clark,_3439,_003439,0,2,0,0,0,0,0,2,0,0,0,0,0
0,_Clark,_3457,_003457,2,3,0,0,0,0,2,3,0,0,0,0,0
0,_Clark,_3464,_003464,373,587,23,1,0,19,378,554,11,7,4,2,35
0,_Clark,_3465,_003465,351,405,16,2,3,15,343,383,15,8,3,2,27
0,_Clark,_3518,_003518,2,7,0,0,0,2,2,7,0,0,0,1,1
0,_Clark,_3532,_003532,54,171,6,1,0,4,58,163,4,0,3,0,5
0,_Clark,_3535,_003535,17,37,5,1,0,2,20,39,0,2,0,1,0
0,_Clark,_3537,_003537,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3540,_003540,122,245,11,1,0,10,125,229,13,3,1,1,11
0,_Clark,_3544,_003544,407,525,34,3,0,31,360,580,7,6,9,1,24
0,_Clark,_3545,_003545,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3546,_003546,591,497,49,8,4,30,569,505,13,10,13,8,47
0,_Clark,_3547,_003547,795,961,64,2,5,45,777,932,20,19,17,13,71
0,_Clark,_3552,_003552,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3553,_003553,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3557,_003557,753,687,39,5,2,48,698,721,19,5,10,7,52
0,_Clark,_3559,_003559,0,2,0,0,0,0,0,2,0,0,0,0,0
0,_Clark,_3560,_003560,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3562,_003562,0,11,0,0,0,0,0,10,1,0,0,0,0
0,_Clark,_3564,_003564,59,198,9,1,0,4,57,197,6,0,4,1,3
0,_Clark,_3565,_003565,417,444,33,6,1,22,396,452,12,5,8,3,37
0,_Clark,_3566,_003566,1,1,0,0,0,0,1,1,0,0,0,0,0
0,_Clark,_3571,_003571,0,3,0,0,0,0,0,3,0,0,0,0,0
0,_Clark,_3574,_003574,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3576,_003576,233,349,17,1,1,18,214,377,1,3,4,1,10
0,_Clark,_3578,_003578,7,20,3,0,0,1,7,21,0,1,1,0,1
0,_Clark,_3579,_003579,3,7,0,0,0,0,3,7,0,0,0,0,0
0,_Clark,_3580,_003580,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3581,_003581,0,2,0,0,0,0,0,2,0,0,0,0,0
0,_Clark,_3582,_003582,6,4,0,0,0,1,7,3,0,0,0,0,1
0,_Clark,_3602,_003602,607,659,55,5,1,32,587,644,21,12,11,6,51
0,_Clark,_3604,_003604,764,598,79,8,4,39,737,582,31,19,20,11,76
0,_Clark,_3605,_003605,91,191,19,2,0,8,88,181,10,6,3,2,17
0,_Clark,_3606,_003606,423,410,20,6,1,24,414,386,14,13,14,8,26
0,_Clark,_3607,_003607,1012,650,91,10,3,52,978,612,43,35,23,18,72
0,_Clark,_3608,_003608,323,779,25,4,2,30,332,739,17,14,11,1,32
0,_Clark,_3609,_003609,337,685,33,6,2,27,332,678,13,10,10,5,34
0,_Clark,_3610,_003610,381,561,37,4,5,16,407,496,20,13,11,12,28
0,_Clark,_3611,_003611,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3612,_003612,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3700,_003700,1,4,0,0,0,0,1,4,0,0,0,0,0
0,_Clark,_3701,_003701,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3702,_003702,659,545,28,7,1,31,618,493,26,22,10,14,65
0,_Clark,_3703,_003703,8,8,0,0,0,0,8,7,0,1,0,0,0
0,_Clark,_3704,_003704,368,214,20,4,2,12,371,194,10,6,5,5,24
0,_Clark,_3706,_003706,993,982,104,10,6,52,951,966,38,25,18,15,87
0,_Clark,_3707,_003707,806,890,61,8,3,32,790,840,21,28,20,10,63
0,_Clark,_3708,_003708,195,223,18,2,1,17,202,207,6,8,4,2,19
0,_Clark,_3709,_003709,753,669,61,7,3,29,720,653,22,14,17,12,63
0,_Clark,_3710,_003710,79,107,5,2,0,5,77,109,2,2,2,1,5
0,_Clark,_3711,_003711,55,138,9,2,0,8,61,131,6,1,1,2,7
0,_Clark,_3712,_003712,0,2,0,0,0,0,0,2,0,0,0,0,0
0,_Clark,_3713,_003713,12,17,2,0,0,2,13,19,0,0,0,0,1
0,_Clark,_3715,_003715,52,124,6,0,0,3,65,113,0,1,2,1,2
0,_Clark,_3716,_003716,209,316,23,3,0,15,209,319,10,5,4,1,11
0,_Clark,_3717,_003717,135,330,14,1,1,5,151,312,3,4,7,0,5
0,_Clark,_3718,_003718,191,534,17,2,0,15,204,514,11,4,2,4,14
0,_Clark,_3719,_003719,547,517,38,8,2,28,536,508,18,12,12,7,30
0,_Clark,_3720,_003720,312,224,14,1,2,22,306,201,13,5,8,2,30
0,_Clark,_3721,_003721,374,429,27,3,2,23,377,392,17,17,8,5,34
0,_Clark,_3722,_003722,304,246,19,2,1,14,306,221,11,5,6,7,21
0,_Clark,_3723,_003723,260,342,21,2,1,12,267,315,6,7,6,3,24
0,_Clark,_3724,_003724,444,348,32,5,2,19,427,339,11,19,5,5,25
0,_Clark,_3725,_003725,2,6,1,0,0,0,3,5,0,1,0,0,0
0,_Clark,_3726,_003726,624,528,41,3,2,36,621,489,19,13,9,18,49
0,_Clark,_3727,_003727,510,667,25,3,1,28,497,651,9,6,9,4,30
0,_Clark,_3728,_003728,495,644,13,4,1,24,519,584,10,6,5,4,37
0,_Clark,_3729,_003729,353,377,24,2,0,17,336,368,7,5,7,5,36
0,_Clark,_3730,_003730,564,577,54,10,2,25,556,538,19,23,15,11,49
0,_Clark,_3731,_003731,2,4,0,0,0,1,3,3,0,0,0,0,1
0,_Clark,_3732,_003732,375,219,30,2,0,8,363,203,11,13,4,6,28
0,_Clark,_3733,_003733,421,362,25,6,3,25,415,322,16,12,11,11,40
0,_Clark,_3734,_003734,514,589,34,2,0,28,458,608,14,6,8,2,41
0,_Clark,_3735,_003735,20,25,1,0,0,2,18,26,0,0,1,1,1
0,_Clark,_3736,_003736,5,27,0,0,0,2,5,28,0,0,0,0,0
0,_Clark,_3737,_003737,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3738,_003738,111,96,5,0,0,5,107,90,2,0,2,1,12
0,_Clark,_3739,_003739,445,403,20,3,0,15,424,416,4,1,6,1,25
0,_Clark,_3740,_003740,295,323,8,0,0,12,261,340,3,0,1,1,16
0,_Clark,_3741,_003741,149,244,9,4,1,12,151,230,5,8,3,2,16
0,_Clark,_3742,_003742,577,294,31,7,5,8,559,258,16,19,8,5,38
0,_Clark,_3743,_003743,499,410,34,4,3,30,490,381,22,10,9,10,42
0,_Clark,_3744,_003744,0,2,1,0,0,0,0,2,1,0,0,0,0
0,_Clark,_3745,_003745,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3746,_003746,521,665,38,2,1,20,496,670,13,5,8,3,34
0,_Clark,_3747,_003747,394,325,21,2,1,12,387,305,12,11,4,4,20
0,_Clark,_3748,_003748,498,479,22,2,2,22,497,449,8,10,5,3,27
0,_Clark,_3749,_003749,585,493,20,14,1,31,562,463,22,20,8,5,43
0,_Clark,_3750,_003750,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3751,_003751,420,139,25,1,3,18,397,128,21,8,3,4,33
0,_Clark,_3752,_003752,571,208,31,2,5,17,534,182,18,20,11,10,48
0,_Clark,_3753,_003753,2,0,0,0,0,0,2,0,0,0,0,0,0
0,_Clark,_3754,_003754,838,421,41,10,0,31,795,419,16,19,4,11,60
0,_Clark,_3755,_003755,398,259,33,2,2,16,405,239,9,7,6,4,32
0,_Clark,_3756,_003756,124,304,14,4,1,11,122,306,7,0,5,3,11
0,_Clark,_3757,_003757,211,458,16,4,1,21,230,446,10,4,5,1,9
0,_Clark,_3758,_003758,273,613,33,2,0,21,266,621,8,8,10,0,20
0,_Clark,_3759,_003759,501,613,32,8,2,26,494,603,15,13,11,4,30
0,_Clark,_3760,_003760,587,413,44,6,1,29,553,406,17,15,14,10,43
0,_Clark,_3761,_003761,418,275,14,4,3,16,409,249,10,9,4,2,28
0,_Clark,_3762,_003762,427,276,35,5,2,21,424,253,9,15,8,8,36
0,_Clark,_3763,_003763,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3764,_003764,645,366,35,2,2,25,632,329,19,6,12,5,53
0,_Clark,_3765,_003765,680,405,30,9,1,25,660,361,18,20,9,8,51
0,_Clark,_3766,_003766,260,315,11,2,1,18,255,300,12,7,7,2,19
0,_Clark,_3767,_003767,4,30,0,0,0,1,5,29,0,1,0,0,0
0,_Clark,_3768,_003768,424,329,21,0,3,14,397,318,11,8,9,2,33
0,_Clark,_3769,_003769,404,347,22,4,2,19,390,319,13,12,6,3,41
0,_Clark,_3770,_003770,528,310,34,6,4,16,503,280,21,14,11,9,52
0,_Clark,_3771,_003771,356,265,17,2,0,18,348,237,10,10,6,7,29
0,_Clark,_3772,_003772,503,325,20,3,1,21,491,281,13,13,12,10,44
0,_Clark,_3773,_003773,436,319,27,4,2,5,423,276,19,11,10,5,31
0,_Clark,_3774,_003774,361,347,27,5,2,33,377,301,21,16,5,6,32
0,_Clark,_3775,_003775,296,241,11,4,0,12,281,200,10,16,9,6,25
0,_Clark,_3776,_003776,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3777,_003777,0,1,0,0,0,0,0,1,0,0,0,0,0
0,_Clark,_3780,_003780,551,596,28,3,2,44,541,574,13,13,10,9,45
0,_Clark,_3782,_003782,185,193,21,2,1,13,192,179,6,8,3,3,13
0,_Clark,_3783,_003783,510,256,39,1,0,24,494,233,18,16,8,7,40
0,_Clark,_3784,_003784,451,249,27,3,0,28,440,241,10,13,7,7,24
0,_Clark,_3785,_003785,363,194,24,0,4,16,361,178,10,4,4,5,28
0,_Clark,_3786,_003786,607,620,43,5,5,36,611,587,16,18,13,6,38
0,_Clark,_3787,_003787,491,501,34,2,1,29,480,440,18,20,14,4,55
0,_Clark,_3788,_003788,455,640,9,5,0,24,464,613,6,3,7,2,30
0,_Clark,_3789,_003789,384,514,10,1,1,20,368,484,10,6,6,3,33
0,_Clark,_3790,_003790,398,479,11,1,1,16,393,424,13,7,9,5,37
0,_Clark,_3791,_003791,479,246,23,3,3,19,477,211,8,13,5,10,31
0,_Clark,_3792,_003792,390,205,11,3,2,7,366,179,13,11,6,6,24
0,_Clark,_3794,_003794,465,195,19,4,1,16,435,172,13,11,11,5,39
0,_Clark,_3795,_003795,380,157,13,0,1,14,367,136,7,12,5,2,29
0,_Clark,_3796,_003796,109,36,3,1,0,5,94,29,2,3,2,2,5
0,_Clark,_3800,_003800,332,316,24,2,0,12,303,313,9,6,10,3,33
0,_Clark,_3801,_003801,299,96,6,2,0,4,277,81,8,5,6,6,15
0,_Clark,_3802,_003802,420,165,20,4,3,17,396,151,14,11,8,5,36
0,_Clark,_3803,_003803,21,16,1,0,0,2,20,16,1,0,1,0,2
0,_Clark,_3804,_003804,583,294,19,1,3,24,566,237,12,15,8,11,48
0,_Clark,_3805,_003805,54,25,1,1,0,1,53,18,3,1,1,0,5
0,_Clark,_3806,_003806,243,209,25,0,1,18,249,210,5,3,5,2,10
0,_Clark,_3807,_003807,490,541,40,5,0,32,484,532,17,4,6,2,44
0,_Clark,_3808,_003808,367,413,17,1,0,20,359,410,4,5,4,5,25
0,_Clark,_3809,_003809,430,351,35,5,5,12,415,354,8,7,12,4,22
0,_Clark,_3811,_003811,646,192,22,3,2,23,613,169,7,16,7,7,56
0,_Clark,_3812,_003812,108,59,5,1,0,3,104,48,3,6,1,1,5
0,_Clark,_3813,_003813,611,215,22,4,4,21,553,205,17,12,9,8,56
0,_Clark,_3814,_003814,366,217,11,2,2,11,334,187,14,9,8,4,31
0,_Clark,_3815,_003815,392,187,20,7,2,19,375,171,8,9,10,6,31
0,_Clark,_3821,_003821,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3822,_003822,14,24,1,0,0,1,12,25,1,1,0,0,1
0,_Clark,_3823,_003823,12,0,0,0,0,0,12,0,0,0,0,0,0
0,_Clark,_3824,_003824,161,90,10,1,1,2,155,74,6,7,2,2,16
0,_Clark,_3825,_003825,4,0,0,0,0,0,4,0,0,0,0,0,0
0,_Clark,_3826,_003826,159,164,10,3,0,5,155,156,5,5,3,0,13
0,_Clark,_3831,_003831,35,37,5,3,0,1,40,38,0,1,0,0,2
0,_Clark,_3832,_003832,1,0,0,0,0,0,1,0,0,0,0,0,0
0,_Clark,_3833,_003833,167,198,12,0,0,5,152,187,10,7,2,0,14
0,_Clark,_3834,_003834,477,235,14,4,0,19,460,197,13,8,11,10,37
0,_Clark,_3841,_003841,829,235,25,4,4,29,754,213,19,15,15,16,76
0,_Clark,_3842,_003842,507,231,23,6,1,19,504,183,17,11,6,8,45
0,_Clark,_3843,_003843,705,288,42,2,6,25,650,272,25,16,11,10,60
0,_Clark,_3844,_003844,387,217,26,1,1,18,371,189,17,11,10,4,30
0,_Clark,_3845,_003845,50,78,6,1,0,1,49,70,6,4,0,3,4
0,_Clark,_3851,_003851,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3852,_003852,71,100,7,0,0,7,75,86,3,6,1,0,14
0,_Clark,_3853,_003853,21,22,1,0,0,2,21,22,0,1,1,0,0
0,_Clark,_3854,_003854,438,255,23,5,2,14,402,240,13,8,8,7,39
0,_Clark,_3855,_003855,781,248,23,2,5,29,743,223,13,9,17,20,55
0,_Clark,_3863,_003863,388,283,23,1,3,17,398,247,13,11,5,5,30
0,_Clark,_3864,_003864,590,412,35,11,3,28,572,395,10,14,7,12,44
0,_Clark,_3866,_003866,120,142,10,0,0,10,114,139,5,4,6,0,9
0,_Clark,_3875,_003875,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3881,_003881,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3902,_003902,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3904,_003904,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3905,_003905,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3906,_003906,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3907,_003907,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3908,_003908,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3909,_003909,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3910,_003910,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3912,_003912,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3914,_003914,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3915,_003915,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3917,_003917,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3938,_003938,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3964,_003964,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3979,_003979,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3981,_003981,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3982,_003982,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3984,_003984,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3985,_003985,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3987,_003987,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3988,_003988,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3989,_003989,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3990,_003990,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3991,_003991,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3992,_003992,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3993,_003993,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3994,_003994,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_3995,_003995,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_4017,_004017,654,31,3,3,1,12,609,32,5,8,4,6,26
0,_Clark,_4028,_004028,610,17,12,3,0,10,566,22,5,1,4,11,23
0,_Clark,_4066,_004066,42,5,1,0,0,1,39,5,0,1,0,0,4
0,_Clark,_4069,_004069,61,13,3,0,0,1,52,14,1,0,2,0,2
0,_Clark,_4073,_004073,12,10,0,0,0,0,14,8,0,0,0,0,0
