IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_OH_20201103_GEN_PRE_ALL_Reg_No_Vote,USA_OH_20201103_GEN_PRE_ALL_No_Choice,USA_OH_20201103_GEN_PRE_ALL_Dem_Biden,USA_OH_20201103_GEN_PRE_ALL_Rep_Trump,USA_OH_20201103_GEN_PRE_ALL_Other_Choice
0,Erie,PRECINCT VER TWP #4,ADV,160,5,119,291,4
0,Erie,PRECINCT VER TWP #3,ADW,115,4,190,357,5
0,Erie,PRECINCT SAN A,ADX,79,2,102,253,2
0,Erie,PRECINCT SAN B,ADY,429,5,459,262,11
0,Erie,PRECINCT SAN C,ADZ,392,4,419,170,13
0,Erie,PRECINCT SAN D,AEA,236,4,303,257,12
0,Erie,PRECINCT SAN E,AEB,402,10,458,274,23
0,Erie,PRECINCT SAN F,AEC,291,9,459,276,8
0,Erie,PRECINCT SAN G,AED,549,23,481,276,15
0,Erie,PRECINCT SAN H,AEE,505,9,385,217,15
0,Erie,PRECINCT SAN I,AEF,439,7,419,265,15
0,Erie,PRECINCT SAN J,AEG,318,15,379,210,10
0,Erie,PRECINCT SAN K,AEH,537,4,429,242,21
0,Erie,PRECINCT SAN L,AEI,340,11,288,177,9
0,Erie,PRECINCT SAN M,AEJ,376,3,291,208,11
0,Erie,PRECINCT SAN N,AEK,389,9,359,192,11
0,Erie,PRECINCT SAN O,AEL,403,10,333,263,12
0,Erie,PRECINCT SAN P,AEM,315,18,466,514,17
0,Erie,PRECINCT MIL VILL,AEN,131,2,247,316,16
0,Fairfield,LANCASTER CITY 1-A,AAA,303,9,236,475,11
0,Fairfield,LANCASTER CITY 1-B,AAB,260,11,206,433,9
0,Fairfield,LANCASTER CITY 1-C,AAC,218,4,245,485,15
0,Fairfield,LANCASTER CITY 2-A,AAF,269,10,274,581,15
0,Fairfield,LANCASTER CITY 2-B,AAG,366,6,301,439,14
0,Fairfield,LANCASTER CITY 2-C,AAH,243,8,295,652,15
0,Fairfield,LANCASTER CITY 3-A,AAL,221,9,270,437,11
0,Fairfield,LANCASTER CITY 3-B,AAM,305,2,240,306,8
0,Fairfield,LANCASTER CITY 3-C,AAN,281,5,242,328,9
0,Fairfield,LANCASTER CITY 3-D,AAO,221,3,264,303,17
0,Fairfield,LANCASTER CITY 4-A,AAP,298,8,334,565,4
0,Fairfield,LANCASTER CITY 4-B,AAQ,263,9,285,548,15
0,Fairfield,LANCASTER CITY 4-C,AAR,280,8,301,571,15
0,Fairfield,LANCASTER CITY 4-D,AAS,476,8,270,480,16
0,Fairfield,LANCASTER CITY 5-A,AAU,336,5,190,255,8
0,Fairfield,LANCASTER CITY 5-B,AAV,379,4,182,289,10
0,Fairfield,LANCASTER CITY 5-C,AAW,442,8,215,379,13
0,Fairfield,LANCASTER CITY 5-D,AAX,372,9,210,355,13
0,Fairfield,LANCASTER CITY 6-A,AAY,347,6,190,418,13
0,Fairfield,LANCASTER CITY 6-B,AAZ,479,7,189,348,7
0,Fairfield,LANCASTER CITY 6-C,ABA,446,6,213,351,7
0,Fairfield,PICKERINGTON CITY A,ABC,199,5,363,343,15
0,Fairfield,PICKERINGTON CITY B,ABD,223,2,402,413,9
0,Fairfield,PICKERINGTON CITY C,ABE,285,13,464,549,19
0,Fairfield,PICKERINGTON CITY D,ABF,127,5,199,315,14
0,Fairfield,PICKERINGTON CITY E,ABG,122,1,298,257,7
0,Fairfield,PICKERINGTON CITY F,ABH,274,3,544,538,24
0,Fairfield,PICKERINGTON CITY G,ABI,222,12,439,460,4
0,Fairfield,PICKERINGTON CITY H,ABJ,256,10,327,359,10
0,Fairfield,PICKERINGTON CITY I,ABK,266,8,298,193,12
0,Fairfield,AMANDA A,ABL,131,2,102,438,13
0,Fairfield,AMANDA B,ABM,279,13,199,692,15
0,Fairfield,BERNE A,ABO,154,6,175,507,10
0,Fairfield,BERNE B,ABP,219,9,149,499,8
0,Fairfield,BERNE C,ABQ,229,10,187,450,14
0,Fairfield,BERNE D,ABR,185,10,166,455,14
0,Fairfield,BLOOM A,ABT,204,12,307,715,18
0,Fairfield,BLOOM B,ABU,169,6,313,737,12
0,Fairfield,BLOOM C,ABV,174,5,342,713,10
0,Fairfield,BLOOM D,ABW,171,6,286,705,21
0,Fairfield,BLOOM E,ABX,154,6,262,719,9
0,Fairfield,LITHOPOLIS VILLAGE,ACA,266,9,428,637,15
0,Fairfield,CLEARCREEK A,ACB,330,7,222,754,9
0,Fairfield,CLEARCREEK B,ACC,337,6,184,893,12
0,Fairfield,GREENFIELD A,ACF,226,8,236,689,14
0,Fairfield,GREENFIELD B,ACG,238,10,245,844,11
0,Fairfield,GREENFIELD C,ACH,125,8,174,456,4
0,Fairfield,GREENFIELD D,ACI,254,2,175,395,11
0,Fairfield,HOCKING A,ACK,126,7,132,539,17
0,Fairfield,HOCKING B,ACL,136,6,166,471,4
0,Fairfield,HOCKING C,ACM,185,6,181,467,5
0,Fairfield,LIBERTY A,ACN,137,7,247,618,9
0,Fairfield,LIBERTY B,ACO,208,4,291,848,12
0,Fairfield,LIBERTY C,ACP,123,5,164,472,8
0,Fairfield,LIBERTY D,ACQ,148,11,216,516,12
0,Fairfield,BALTIMORE VILLAGE A,ACR,263,8,223,520,24
0,Fairfield,BALTIMORE VILLAGE B,ACS,225,7,199,483,10
0,Fairfield,MADISON A,ACV,266,6,118,771,6
0,Fairfield,PLEASANT A,ACW,213,9,325,788,15
0,Fairfield,PLEASANT B,ACX,327,3,203,550,6
0,Fairfield,PLEASANT C,ACY,131,4,148,494,10
0,Fairfield,PLEASANT D,ACZ,126,7,176,393,11
0,Fairfield,PLEASANT E,ADA,137,14,309,504,15
0,Fairfield,RICHLAND EAST,ADE,152,6,98,383,6
0,Fairfield,RICHLAND WEST,ADF,187,9,144,558,9
0,Fairfield,RUSHCREEK A,ADG,134,3,127,407,10
0,Fairfield,RUSHCREEK B,ADH,198,8,172,630,13
0,Fairfield,BREMEN VILLAGE,ADI,250,6,197,487,8
0,Fairfield,VIOLET A,ADK,321,9,463,288,7
0,Fairfield,VIOLET B,ADL,181,9,381,574,13
0,Fairfield,VIOLET C,ADM,198,9,425,568,10
0,Fairfield,VIOLET D,ADN,169,14,453,535,20
0,Fairfield,VIOLET E,ADO,127,12,322,341,15
0,Fairfield,VIOLET F,ADP,167,6,501,540,11
0,Fairfield,VIOLET G,ADQ,145,9,364,410,12
0,Fairfield,VIOLET H,ADR,81,3,193,240,6
0,Fairfield,VIOLET I,ADS,162,7,344,577,15
0,Fairfield,VIOLET J,ADT,146,13,376,572,13
0,Fairfield,VIOLET K,ADU,151,3,310,354,9
0,Fairfield,VIOLET L,ADV,131,8,350,340,7
0,Fairfield,VIOLET M,ADW,123,9,244,451,12
0,Fairfield,VIOLET N,ADX,145,7,311,353,9
0,Fairfield,VIOLET O,ADY,153,7,375,348,5
0,Fairfield,VIOLET P,ADZ,113,3,321,341,11
0,Fairfield,WALNUT A,AED,276,9,268,724,9
0,Fairfield,WALNUT B,AEE,353,7,213,630,9
0,Fairfield,WALNUT C,AEF,322,10,195,640,22
0,Fairfield,WALNUT D,AEG,224,7,150,592,12
0,Fairfield,COLUMBUS CITY A,AEJ,270,3,515,280,20
0,Fairfield,COLUMBUS CITY B,AEK,333,11,690,192,14
0,Fairfield,COLUMBUS CITY C,AEL,348,8,522,211,27
0,Fairfield,PICKERINGTON CITY J,AEM,228,8,357,308,10
0,Fairfield,VIOLET Q,AEN,151,17,467,631,12
0,Fairfield,VIOLET R,AEO,117,8,308,296,10
0,Fairfield,COLUMBUS CITY D,AEQ,499,3,453,94,10
0,Fairfield,PICKERINGTON CITY K,AEV,195,5,438,263,3
0,Fairfield,PICKERINGTON CITY L,AEW,238,8,606,430,19
0,Fairfield,PICKERINGTON CITY M,AEX,257,14,709,595,19
0,Fairfield,LANCASTER CITY 3-E,AEY,209,5,236,374,9
0,Fairfield,COLUMBUS CITY E,AEZ,312,9,547,223,6
0,Fairfield,LANCASTER CITY 1-D,AFA,180,9,206,528,12
0,Fairfield,LANCASTER CITY 1-E,AFB,349,9,245,414,12
0,Fairfield,LANCASTER CITY 2-D,AFC,289,10,268,613,14
0,Fairfield,LANCASTER CITY 6-D,AFD,296,5,229,456,14
0,Fairfield,PICKERINGTON CITY O,AFE,284,3,369,212,7
0,Fairfield,COLUMBUS CITY F,AFF,344,6,454,195,9
0,Fairfield,PICKERINGTON CITY N,AFG,232,7,572,442,13
0,Fayette,WASHINGTON 1B,AAA,418,7,179,362,11
0,Fayette,WASHINGTON 1C,AAB,422,2,180,410,11
0,Fayette,WASHINGTON 2A,AAE,163,4,77,201,4
0,Fayette,WASHINGTON 2D,AAG,188,2,115,290,7
0,Fayette,WASHINGTON 3A,AAH,223,2,116,317,4
0,Fayette,WASHINGTON 3D,AAK,177,4,191,468,7
0,Fayette,WASHINGTON 3F,AAM,197,3,217,609,14
0,Fayette,WASHINGTON 4A,AAN,208,4,184,511,6
0,Fayette,WASHINGTON 4B,AAO,205,6,141,343,9
0,Fayette,WASHINGTON 4C,AAP,195,3,128,243,4
0,Fayette,WASHINGTON 4D,AAQ,167,3,76,213,6
0,Fayette,CONCORD/GREEN,AAS,176,7,108,590,16
0,Fayette,JASPER,AAU,91,4,60,293,3
0,Fayette,JEFFERSON NORTH,AAX,61,1,48,251,5
0,Fayette,JEFFERSON SOUTH,AAY,107,1,104,338,5
0,Fayette,JEFFERSONVILLE,AAZ,238,6,138,270,6
0,Fayette,MADISON,ABB,113,3,94,477,5
0,Fayette,MARION,ABC,84,2,87,302,3
0,Fayette,BLOOMINGBURG,ABE,140,2,83,210,7
0,Fayette,PAINT,ABG,107,5,92,396,3
0,Fayette,PERRY,ABH,124,5,83,459,5
0,Fayette,UNION EAST,ABI,82,2,79,270,3
0,Fayette,UNION NORTH,ABJ,212,1,134,387,6
0,Fayette,UNION SOUTH/WEST,ABK,225,5,143,678,8
0,Fayette,WAYNE,ABM,153,8,118,585,6
0,Franklin,BEXLEY 1-A,AAA,185,9,581,165,7
0,Franklin,BEXLEY 1-B,AAB,168,12,934,355,6
0,Franklin,BEXLEY 2-A,AAD,139,12,693,217,8
0,Franklin,BEXLEY 2-B,AAE,119,12,833,243,19
0,Franklin,BEXLEY 3-A,AAG,119,6,675,177,16
0,Franklin,BEXLEY 3-B,AAH,79,5,540,128,10
0,Franklin,BEXLEY 3-C,AAI,102,7,499,148,3
0,Franklin,BEXLEY 4-A,AAJ,129,3,278,113,3
0,Franklin,BEXLEY 4-B,AAK,75,11,551,170,3
0,Franklin,BEXLEY 4-C,AAL,380,6,595,175,13
0,Franklin,COLS 01-A,AAN,434,6,690,195,9
0,Franklin,COLS 01-B,AAO,665,2,581,171,19
0,Franklin,COLS 01-C,AAP,404,9,831,199,30
0,Franklin,COLS 02-A,AAQ,631,2,491,104,12
0,Franklin,COLS 02-B,AAR,209,6,699,137,21
0,Franklin,COLS 02-C,AAS,215,2,867,189,11
0,Franklin,COLS 02-D,AAT,276,8,803,187,16
0,Franklin,COLS 02-E,AAU,232,6,667,153,12
0,Franklin,COLS 02-F,AAV,217,9,671,131,9
0,Franklin,COLS 03-A,AAW,678,8,515,52,7
0,Franklin,COLS 03-B,AAX,433,6,472,66,12
0,Franklin,COLS 03-C,AAY,796,5,687,123,15
0,Franklin,COLS 03-D,AAZ,642,9,501,131,13
0,Franklin,COLS 04-A,ABA,407,5,432,54,11
0,Franklin,COLS 04-B,ABB,433,3,523,69,11
0,Franklin,COLS 04-C,ABC,600,7,463,40,11
0,Franklin,COLS 04-D,ABD,544,5,485,41,10
0,Franklin,COLS 05-A,ABE,298,7,495,35,6
0,Franklin,COLS 05-B,ABF,411,8,423,47,8
0,Franklin,COLS 05-C,ABG,413,2,376,21,3
0,Franklin,COLS 06-A,ABI,396,4,446,39,4
0,Franklin,COLS 06-B,ABJ,391,5,638,41,10
0,Franklin,COLS 06-C,ABK,448,6,481,45,7
0,Franklin,COLS 06-D,ABL,257,6,561,61,6
0,Franklin,COLS 06-E,ABM,304,7,464,29,6
0,Franklin,COLS 06-F,ABN,134,5,413,30,6
0,Franklin,COLS 07-A,ABO,223,5,397,34,8
0,Franklin,COLS 07-B,ABP,352,8,615,38,10
0,Franklin,COLS 07-C,ABQ,775,17,546,39,10
0,Franklin,COLS 07-D,ABR,373,14,628,60,11
0,Franklin,COLS 07-E,ABS,532,8,298,29,5
0,Franklin,COLS 08-A,ABT,472,7,451,107,2
0,Franklin,COLS 08-B,ABU,288,8,495,82,11
0,Franklin,COLS 08-C,ABV,336,6,786,189,17
0,Franklin,COLS 08-D,ABW,240,8,853,177,10
0,Franklin,COLS 09-A,ABX,1001,12,459,222,16
0,Franklin,COLS 09-B,ABY,707,5,532,168,14
0,Franklin,COLS 10-A,ABZ,182,8,321,108,7
0,Franklin,COLS 10-B,ACA,319,6,212,55,7
0,Franklin,COLS 10-C,ACB,1083,11,469,174,14
0,Franklin,COLS 10-D,ACC,293,1,578,231,11
0,Franklin,COLS 10-E,ACD,402,8,709,363,17
0,Franklin,COLS 11-A,ACN,644,5,312,100,6
0,Franklin,COLS 11-B,ACO,327,1,256,238,14
0,Franklin,COLS 11-C,ACP,367,6,459,273,10
0,Franklin,COLS 11-D,ACQ,576,5,318,306,11
0,Franklin,COLS 11-E,ACR,292,2,319,334,14
0,Franklin,COLS 12-A,ACS,659,6,793,112,10
0,Franklin,COLS 12-B,ACT,559,9,1120,162,29
0,Franklin,COLS 12-C,ACU,411,7,870,171,13
0,Franklin,COLS 12-D,ACV,286,3,594,142,8
0,Franklin,COLS 13-A,ACW,452,5,347,46,8
0,Franklin,COLS 13-B,ACX,443,5,336,23,2
0,Franklin,COLS 13-C,ACY,431,3,297,19,4
0,Franklin,COLS 13-D,ACZ,540,10,466,39,11
0,Franklin,COLS 14-A,ADA,360,9,1039,289,21
0,Franklin,COLS 14-B,ADB,280,5,707,148,13
0,Franklin,COLS 14-C,ADC,238,7,738,133,13
0,Franklin,COLS 14-D,ADD,288,2,502,76,8
0,Franklin,COLS 15-A,ADE,604,8,557,114,15
0,Franklin,COLS 15-B,ADF,136,4,527,193,10
0,Franklin,COLS 16-A,ADG,460,3,647,75,15
0,Franklin,COLS 16-B,ADH,329,0,501,84,17
0,Franklin,COLS 16-C,ADI,539,7,483,73,20
0,Franklin,COLS 16-D,ADJ,517,8,485,87,19
0,Franklin,COLS 16-E,ADK,472,7,472,72,12
0,Franklin,COLS 17-A,ADL,663,2,532,78,18
0,Franklin,COLS 17-B,ADM,943,10,663,29,13
0,Franklin,COLS 17-C,ADN,359,8,331,16,3
0,Franklin,COLS 17-D,ADO,455,3,362,18,11
0,Franklin,COLS 18-A,ADQ,377,7,757,96,15
0,Franklin,COLS 18-B,ADR,160,4,705,108,10
0,Franklin,COLS 18-C,ADS,383,7,901,88,14
0,Franklin,COLS 18-D,ADT,89,0,506,74,6
0,Franklin,COLS 18-E,ADU,104,1,723,79,8
0,Franklin,COLS 18-F,ADV,287,2,681,78,18
0,Franklin,COLS 19-A,ADW,80,5,589,145,10
0,Franklin,COLS 19-B,ADX,155,13,895,208,15
0,Franklin,COLS 19-C,ADY,72,7,671,175,5
0,Franklin,COLS 19-D,ADZ,153,14,754,178,18
0,Franklin,COLS 19-E,AEA,61,6,523,170,3
0,Franklin,COLS 19-F,AEB,127,9,780,124,9
0,Franklin,COLS 19-G,AEC,109,6,580,170,13
0,Franklin,COLS 19-H,AED,147,2,861,107,8
0,Franklin,COLS 20-A,AEE,140,12,1062,243,11
0,Franklin,COLS 20-B,AEF,257,3,796,79,16
0,Franklin,COLS 20-C,AEG,204,7,785,84,19
0,Franklin,COLS 21-A,AEH,147,6,602,231,13
0,Franklin,COLS 21-B,AEI,328,11,967,266,21
0,Franklin,COLS 21-C,AEJ,221,4,606,164,17
0,Franklin,COLS 21-D,AEK,486,7,498,115,14
0,Franklin,COLS 21-E,AEL,89,12,751,224,7
0,Franklin,COLS 21-F,AEM,89,8,613,178,10
0,Franklin,COLS 22-A,AEN,122,6,694,221,18
0,Franklin,COLS 22-B,AEO,120,9,559,169,10
0,Franklin,COLS 22-C,AEP,135,10,703,197,11
0,Franklin,COLS 22-D,AEQ,316,10,671,318,18
0,Franklin,COLS 22-E,AER,179,4,404,199,7
0,Franklin,COLS 22-F,AES,253,6,507,197,15
0,Franklin,COLS 22-G,AET,97,6,640,159,11
0,Franklin,COLS 23-A,AEV,542,9,498,120,11
0,Franklin,COLS 23-B,AEW,580,9,527,100,11
0,Franklin,COLS 23-C,AEX,391,7,621,187,10
0,Franklin,COLS 23-D,AEY,547,7,652,203,10
0,Franklin,COLS 24-A,AEZ,446,3,316,113,6
0,Franklin,COLS 24-B,AFA,428,2,453,184,15
0,Franklin,COLS 24-C,AFB,355,7,355,166,14
0,Franklin,COLS 24-D,AFC,538,11,423,79,7
0,Franklin,COLS 24-E,AFD,395,6,385,173,9
0,Franklin,COLS 25-A,AFE,549,3,525,64,10
0,Franklin,COLS 25-B,AFF,621,7,501,57,10
0,Franklin,COLS 25-C,AFG,538,10,654,36,8
0,Franklin,COLS 25-D,AFH,330,10,543,29,3
0,Franklin,COLS 25-E,AFI,361,12,523,25,8
0,Franklin,COLS 25-F,AFJ,403,8,497,26,7
0,Franklin,COLS 25-G,AFK,263,1,310,18,6
0,Franklin,COLS 26-A,AFL,525,8,572,58,10
0,Franklin,COLS 26-B,AFM,829,15,590,67,7
0,Franklin,COLS 26-C,AFN,295,8,346,47,6
0,Franklin,COLS 27-A,AFQ,489,5,404,66,8
0,Franklin,COLS 27-B,AFR,478,6,371,58,6
0,Franklin,COLS 27-C,AFS,192,8,505,240,13
0,Franklin,COLS 27-D,AFT,314,9,472,118,10
0,Franklin,COLS 27-E,AFU,544,4,447,111,9
0,Franklin,COLS 27-F,AFV,160,9,520,333,7
0,Franklin,COLS 28-A,AFW,403,7,572,46,8
0,Franklin,COLS 28-B,AFX,218,7,509,23,7
0,Franklin,COLS 28-C,AFY,222,4,549,64,4
0,Franklin,COLS 28-D,AFZ,104,9,604,185,5
0,Franklin,COLS 28-E,AGA,269,5,1078,124,6
0,Franklin,COLS 28-F,AGB,119,9,497,93,5
0,Franklin,COLS 29-A,AGC,598,2,374,170,11
0,Franklin,COLS 29-B,AGD,230,1,145,139,3
0,Franklin,COLS 29-C,AGE,460,6,184,318,14
0,Franklin,COLS 29-D,AGF,403,4,213,401,5
0,Franklin,COLS 30-A,AGG,175,7,442,219,8
0,Franklin,COLS 30-B,AGH,421,5,401,120,12
0,Franklin,COLS 30-C,AGI,367,12,725,343,20
0,Franklin,COLS 30-D,AGJ,235,2,416,151,8
0,Franklin,COLS 31-A,AGM,696,7,385,108,5
0,Franklin,COLS 31-B,AGN,629,2,231,190,7
0,Franklin,COLS 31-C,AGO,677,7,231,140,6
0,Franklin,COLS 31-D,AGP,282,2,134,74,3
0,Franklin,COLS 31-E,AGQ,492,3,171,120,4
0,Franklin,COLS 32-A,AGR,218,11,700,291,7
0,Franklin,COLS 32-B,AGS,154,5,432,217,11
0,Franklin,COLS 32-C,AGT,610,10,449,263,9
0,Franklin,COLS 32-D,AGU,396,5,461,187,4
0,Franklin,COLS 33-A,AGV,128,3,375,83,9
0,Franklin,COLS 33-B,AGW,325,9,626,128,18
0,Franklin,COLS 33-C,AGX,259,3,545,127,12
0,Franklin,COLS 33-D,AGY,223,13,723,184,11
0,Franklin,COLS 33-E,AGZ,241,7,646,101,13
0,Franklin,COLS 33-F,AHA,331,6,561,164,12
0,Franklin,COLS 33-G,AHB,233,9,639,176,17
0,Franklin,COLS 33-H,AHC,124,2,409,78,5
0,Franklin,COLS 34-A,AHD,331,10,550,114,14
0,Franklin,COLS 34-B,AHE,295,8,549,93,5
0,Franklin,COLS 34-C,AHF,205,3,333,62,6
0,Franklin,COLS 34-D,AHG,342,7,454,177,7
0,Franklin,COLS 34-E,AHH,250,4,390,81,2
0,Franklin,COLS 34-F,AHI,537,8,663,144,11
0,Franklin,COLS 35-A,AHJ,434,6,479,31,7
0,Franklin,COLS 35-B,AHK,600,4,576,30,10
0,Franklin,COLS 35-C,AHL,450,7,542,41,11
0,Franklin,COLS 35-D,AHM,319,9,483,60,4
0,Franklin,COLS 36-A,AHN,375,5,299,322,7
0,Franklin,COLS 36-B,AHO,603,7,458,353,14
0,Franklin,COLS 36-C,AHP,700,14,699,216,18
0,Franklin,COLS 36-D,AHQ,272,10,197,280,8
0,Franklin,COLS 36-E,AHR,521,3,359,247,8
0,Franklin,COLS 37-A,AHS,576,6,377,142,13
0,Franklin,COLS 37-B,AHT,1072,5,253,117,11
0,Franklin,COLS 37-C,AHU,493,5,364,257,11
0,Franklin,COLS 37-D,AHV,274,2,277,298,19
0,Franklin,COLS 38-A,AHW,544,7,340,231,13
0,Franklin,COLS 38-B,AHX,430,3,214,65,2
0,Franklin,COLS 38-C,AHY,616,5,278,216,13
0,Franklin,COLS 39-A,AHZ,382,0,56,8,4
0,Franklin,COLS 39-B,AIA,369,13,724,106,21
0,Franklin,COLS 40-A,AIB,593,4,555,105,11
0,Franklin,COLS 40-B,AIC,655,5,728,117,16
0,Franklin,COLS 40-C,AID,502,8,926,139,13
0,Franklin,COLS 41-A,AIE,473,5,377,69,10
0,Franklin,COLS 41-B,AIF,449,1,136,32,6
0,Franklin,COLS 41-C,AIG,626,5,464,97,7
0,Franklin,COLS 41-D,AIH,284,0,156,27,0
0,Franklin,COLS 41-E,AII,670,5,387,109,12
0,Franklin,COLS 42-A,AIJ,365,8,469,190,10
0,Franklin,COLS 42-B,AIK,298,2,129,31,2
0,Franklin,COLS 42-C,AIL,277,4,340,171,5
0,Franklin,COLS 42-D,AIM,615,5,442,116,8
0,Franklin,COLS 43-A,AIO,229,8,380,196,8
0,Franklin,COLS 43-B,AIP,213,6,440,245,7
0,Franklin,COLS 43-C,AIQ,360,9,407,175,6
0,Franklin,COLS 43-D,AIR,294,8,397,224,11
0,Franklin,COLS 44-A,AIT,509,6,727,72,5
0,Franklin,COLS 44-B,AIU,335,3,415,44,12
0,Franklin,COLS 44-C,AIV,401,7,549,59,9
0,Franklin,COLS 44-D,AIW,486,12,596,63,5
0,Franklin,COLS 44-E,AIX,770,7,400,73,15
0,Franklin,COLS 44-F,AIY,196,9,468,131,12
0,Franklin,COLS 44-G,AIZ,462,17,559,32,5
0,Franklin,COLS 45-A,AJE,336,5,461,128,6
0,Franklin,COLS 45-B,AJF,226,6,393,107,6
0,Franklin,COLS 45-C,AJG,291,4,601,102,13
0,Franklin,COLS 45-D,AJH,344,5,411,147,15
0,Franklin,COLS 45-E,AJI,284,7,452,143,9
0,Franklin,COLS 45-F,AJJ,276,7,422,132,7
0,Franklin,COLS 45-G,AJK,198,1,401,135,10
0,Franklin,COLS 45-H,AJL,435,7,630,45,9
0,Franklin,COLS 45-I,AJM,417,5,485,190,16
0,Franklin,COLS 45-J,AJN,422,5,568,177,16
0,Franklin,COLS 45-K,AJO,416,7,463,168,13
0,Franklin,COLS 46-A,AJP,582,7,779,145,10
0,Franklin,COLS 46-B,AJQ,471,8,616,167,15
0,Franklin,COLS 46-C,AJR,335,5,431,224,12
0,Franklin,COLS 46-D,AJS,365,8,680,327,24
0,Franklin,COLS 46-E,AJT,258,5,545,253,10
0,Franklin,COLS 46-F,AJU,293,16,638,425,13
0,Franklin,COLS 46-G,AJV,245,4,525,241,12
0,Franklin,COLS 47-A,AJY,346,10,630,123,12
0,Franklin,COLS 47-B,AJZ,604,4,559,47,7
0,Franklin,COLS 47-C,AKA,369,1,446,127,9
0,Franklin,COLS 47-D,AKB,542,8,534,99,12
0,Franklin,COLS 47-E,AKC,362,6,444,120,5
0,Franklin,COLS 47-F,AKD,350,2,293,51,4
0,Franklin,COLS 48-A,AKE,593,9,589,105,12
0,Franklin,COLS 48-B,AKF,401,5,377,47,9
0,Franklin,COLS 48-C,AKG,322,10,656,62,5
0,Franklin,COLS 48-D,AKH,320,6,575,64,9
0,Franklin,COLS 48-E,AKI,392,6,602,60,10
0,Franklin,COLS 49-A,AKK,340,3,284,292,10
0,Franklin,COLS 49-B,AKL,368,7,298,391,15
0,Franklin,COLS 49-C,AKM,348,4,342,99,9
0,Franklin,COLS 49-D,AKN,553,13,259,471,13
0,Franklin,COLS 49-E,AKO,559,4,251,222,10
0,Franklin,COLS 50-A,AKP,322,4,401,48,11
0,Franklin,COLS 50-B,AKQ,296,3,489,59,4
0,Franklin,COLS 50-C,AKR,350,6,474,250,11
0,Franklin,COLS 51-A,AKS,489,5,611,77,5
0,Franklin,COLS 51-B,AKT,240,2,470,120,9
0,Franklin,COLS 51-C,AKU,395,7,543,82,5
0,Franklin,COLS 51-D,AKV,689,3,423,44,9
0,Franklin,COLS 52-A,AKW,303,6,596,233,8
0,Franklin,COLS 52-B,AKX,224,4,599,184,11
0,Franklin,COLS 52-C,AKY,169,2,454,206,12
0,Franklin,COLS 52-D,AKZ,423,6,466,105,10
0,Franklin,COLS 52-E,ALA,610,10,455,103,8
0,Franklin,COLS 52-F,ALB,308,5,536,112,16
0,Franklin,COLS 53-A,ALD,368,10,708,402,21
0,Franklin,COLS 53-B,ALE,89,1,284,248,6
0,Franklin,COLS 53-C,ALF,121,3,408,230,8
0,Franklin,COLS 53-D,ALG,320,7,625,177,19
0,Franklin,COLS 53-E,ALH,244,7,525,179,11
0,Franklin,COLS 53-F,ALI,519,0,423,82,13
0,Franklin,COLS 53-G,ALJ,454,10,596,168,8
0,Franklin,COLS 53-H,ALK,299,4,317,66,11
0,Franklin,COLS 54-A,ALM,493,11,608,114,11
0,Franklin,COLS 54-B,ALN,326,6,518,133,5
0,Franklin,COLS 54-C,ALO,528,8,410,156,7
0,Franklin,COLS 54-D,ALP,198,9,462,175,8
0,Franklin,COLS 54-E,ALQ,302,5,453,131,6
0,Franklin,COLS 54-F,ALR,259,8,488,130,1
0,Franklin,COLS 55-A,ALS,200,11,496,59,13
0,Franklin,COLS 55-B,ALT,361,6,691,70,11
0,Franklin,COLS 55-C,ALU,494,7,745,76,11
0,Franklin,COLS 55-D,ALV,300,8,645,90,8
0,Franklin,COLS 56-A,ALW,547,8,601,80,7
0,Franklin,COLS 56-B,ALX,374,4,355,35,7
0,Franklin,COLS 56-C,ALY,430,4,503,79,7
0,Franklin,COLS 56-D,ALZ,592,8,659,25,8
0,Franklin,COLS 56-E,AMA,347,1,585,44,1
0,Franklin,COLS 57-A,AMF,425,3,295,165,7
0,Franklin,COLS 57-B,AMG,777,6,362,221,13
0,Franklin,COLS 57-C,AMH,240,6,395,199,12
0,Franklin,COLS 57-D,AMI,188,12,679,403,11
0,Franklin,COLS 57-E,AMJ,372,4,430,197,14
0,Franklin,COLS 57-F,AMK,309,7,256,216,11
0,Franklin,COLS 58-A,AMN,362,4,413,264,23
0,Franklin,COLS 58-B,AMO,381,2,514,445,16
0,Franklin,COLS 58-C,AMP,363,4,264,399,14
0,Franklin,COLS 58-D,AMQ,251,7,266,270,14
0,Franklin,COLS 58-E,AMR,292,3,387,400,23
0,Franklin,COLS 58-F,AMS,408,7,349,355,20
0,Franklin,COLS 58-G,AMT,586,7,367,282,7
0,Franklin,COLS 58-H,AMU,380,4,348,426,13
0,Franklin,COLS 59-A,AMV,150,10,454,224,19
0,Franklin,COLS 59-B,AMW,212,12,535,280,9
0,Franklin,COLS 59-C,AMX,315,8,643,253,19
0,Franklin,COLS 59-D,AMY,480,9,695,189,23
0,Franklin,COLS 59-E,AMZ,285,12,592,171,20
0,Franklin,COLS 60-A,ANB,306,10,565,256,21
0,Franklin,COLS 60-B,ANC,381,4,636,320,14
0,Franklin,COLS 60-C,AND,212,16,700,442,12
0,Franklin,COLS 60-D,ANE,115,9,470,317,12
0,Franklin,COLS 60-E,ANF,363,2,556,257,21
