IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_KS_20161108_GEN_PRE_DEM_CLINTON,USA_KS_20161108_GEN_PRE_REP_TRUMP,USA_KS_20161108_GEN_PRE_LIB_JOHNSON,USA_KS_20161108_GEN_PRE_GRE_STEIN,USA_KS_20161108_GEN_PRE_OTH_WRITEIN,USA_KS_20161108_GEN_USS_DEM_WIESNER,USA_KS_20161108_GEN_USS_REP_MORAN,USA_KS_20161108_GEN_USS_LIB_GARRARD,USA_KS_20161108_GEN_USS_OTH_WRITEIN
0,_075,_Syracuse 3 Voting District,_Syracuse 3 Voting District,25,102,1,3,1,19,104,7,0
0,_075,_Syracuse 4 Voting District,_Syracuse 4 Voting District,9,45,1,0,1,9,45,2,0
0,_075,_Syracuse 5 Voting District,_Syracuse 5 Voting District,26,139,13,1,1,17,149,9,0
0,_077,_Anthony Ward 1,_Anthony Ward 1,75,361,25,13,1,66,376,24,0
0,_077,_Anthony Ward 2,_Anthony Ward 2,40,180,12,3,2,37,182,10,0
0,_077,_Anthony Ward 2 Exclave 1,_Anthony Ward 2 Exclave 1,0,0,0,0,0,0,0,0,0
0,_077,_Anthony Ward 2 Exclave 2,_Anthony Ward 2 Exclave 2,0,0,0,0,0,0,0,0,0
0,_077,_Anthony Ward 3,_Anthony Ward 3,11,51,2,2,1,10,52,3,0
0,_077,_Anthony Ward 3 Exclave 1,_Anthony Ward 3 Exclave 1,0,0,0,0,0,0,0,0,0
0,_077,_Anthony Ward 3 Exclave 2,_Anthony Ward 3 Exclave 2,0,0,0,0,0,0,0,0,0
0,_077,_Anthony Ward 4,_Anthony Ward 4,17,130,11,0,2,24,124,10,0
0,_077,_Anthony Ward 4 Exclave 1,_Anthony Ward 4 Exclave 1,0,0,0,0,0,0,0,0,0
0,_077,_Harper Ward 1,_Harper Ward 1,42,199,14,12,0,40,195,17,0
0,_077,_Harper Ward 1 Exclave 1,_Harper Ward 1 Exclave 1,0,0,0,0,0,0,0,0,0
0,_077,_Harper Ward 2,_Harper Ward 2,65,208,16,10,3,58,222,17,0
0,_077,_Township 1 Voting District,_Township 1 Voting District,60,318,8,7,0,59,308,19,0
0,_077,_Township 2 Voting District,_Township 2 Voting District,2,47,1,0,0,4,44,2,0
0,_077,_Township 3 East Voting District,_Township 3 East Voting District,9,47,8,0,0,9,49,2,0
0,_077,_Township 3 West Voting District,_Township 3 West Voting District,12,78,2,1,1,11,82,1,0
0,_077,_Township 4 Voting District,_Township 4 Voting District,18,53,4,7,0,19,57,5,0
0,_077,_Township 5 East Voting District,_Township 5 East Voting District,15,144,4,2,2,17,144,4,0
0,_077,_Township 5 West Enclave Voting District,_Township 5 West Enclave Voting District,0,0,0,0,0,0,0,0,0
0,_077,_Township 5 West Voting District,_Township 5 West Voting District,7,50,2,1,0,5,51,4,0
0,_077,_Township 6 East Voting District,_Township 6 East Voting District,16,85,6,2,0,7,93,6,0
0,_077,_Township 6 West Voting District,_Township 6 West Voting District,4,45,2,0,0,5,42,2,0
0,_079,_Alta Township Voting District,_Alta Township Voting District,32,87,3,5,1,20,99,9,0
0,_079,_Burrton City Exclave Voting District,_Burrton City Exclave Voting District,0,0,0,0,0,0,0,0,0
0,_079,_Burrton City Voting District,_Burrton City Voting District,49,219,14,4,2,44,218,27,0
0,_079,_Burrton Township Voting District,_Burrton Township Voting District,23,64,3,3,0,16,74,4,0
0,_079,_Darlington North H72 Voting District,_Darlington North H72 Voting District,11,50,3,1,0,11,49,6,0
0,_079,_Darlington Township H74 Voting District,_Darlington Township H74 Voting District,58,175,2,2,2,47,175,11,0
0,_079,_Emma Township Voting District,_Emma Township Voting District,59,198,10,5,3,49,214,14,0
0,_079,_Garden Township Voting District,_Garden Township Voting District,44,97,8,3,0,30,119,5,0
0,_079,_Halstead City Ward 1 Precinct 1,_Halstead City Ward 1 Precinct 1,77,221,27,5,5,64,249,26,0
0,_079,_Halstead City Ward 1 Precinct 2,_Halstead City Ward 1 Precinct 2,141,295,40,8,3,114,353,21,0
0,_079,_Halstead Township Voting District,_Halstead Township Voting District,42,86,4,0,1,33,95,8,0
0,_079,_Hesston Precinct 1,_Hesston Precinct 1,357,459,49,16,11,247,610,26,0
0,_079,_Hesston Precinct 2,_Hesston Precinct 2,273,512,34,19,19,205,613,32,0
0,_079,_Highland Township Voting District,_Highland Township Voting District,87,105,8,10,1,62,138,14,0
0,_079,_Lake Township Voting District,_Lake Township Voting District,7,70,7,3,0,10,70,7,0
0,_079,_Lakin Township Voting District,_Lakin Township Voting District,33,98,5,1,0,24,109,4,0
0,_079,_Macon Township Voting District,_Macon Township Voting District,71,160,6,1,5,54,173,16,0
0,_079,_Newton City Ward 1 Precinct 1,_Newton City Ward 1 Precinct 1,169,235,28,17,4,166,256,33,0
0,_079,_Newton City Ward 1 Precinct 2,_Newton City Ward 1 Precinct 2,145,181,23,13,4,126,194,37,0
0,_079,_Newton City Ward 1 Precinct 3,_Newton City Ward 1 Precinct 3,102,123,7,18,1,93,134,22,0
0,_079,_Newton City Ward 2 Precinct 1,_Newton City Ward 2 Precinct 1,159,190,20,8,0,158,193,26,0
0,_079,_Newton City Ward 2 Precinct 2,_Newton City Ward 2 Precinct 2,359,552,37,23,3,308,599,50,0
0,_079,_Newton City Ward 3 Precinct 1,_Newton City Ward 3 Precinct 1,152,223,22,11,4,146,237,28,0
0,_079,_Newton City Ward 3 Precinct 2,_Newton City Ward 3 Precinct 2,215,345,32,19,8,188,399,35,0
0,_079,_Newton City Ward 3 Precinct 3,_Newton City Ward 3 Precinct 3,189,307,21,16,2,159,346,34,0
0,_079,_Newton City Ward 3 Precinct 4,_Newton City Ward 3 Precinct 4,363,760,61,24,14,301,864,53,0
0,_079,_Newton City Ward 4 Precinct 1,_Newton City Ward 4 Precinct 1,203,257,23,17,3,179,287,39,0
0,_079,_Newton City Ward 4 Precinct 2,_Newton City Ward 4 Precinct 2,345,489,37,25,6,298,556,36,0
0,_079,_Newton City Ward 4 Precinct 3,_Newton City Ward 4 Precinct 3,227,357,36,16,7,185,419,47,0
0,_079,_Newton City Ward 4 Precinct 4,_Newton City Ward 4 Precinct 4,115,150,7,10,1,91,177,13,0
0,_079,_Newton Township Part A Voting District,_Newton Township Part A Voting District,1,3,0,0,0,1,3,0,0
0,_079,_Newton Township Part B Exclave Voting District,_Newton Township Part B Exclave Voting District,0,0,0,0,0,0,0,0,0
0,_079,_Newton Township Part B Voting District,_Newton Township Part B Voting District,42,117,8,2,0,36,128,6,0
0,_079,_Newton Township Part C Voting District,_Newton Township Part C Voting District,0,3,0,0,0,0,3,0,0
0,_079,_Newton Township Part D Voting District,_Newton Township Part D Voting District,8,33,4,1,0,5,38,6,0
0,_079,_Newton Township Part E Voting District,_Newton Township Part E Voting District,0,1,0,0,0,0,1,0,0
0,_079,_Newton Township Part F Voting District,_Newton Township Part F Voting District,0,0,0,0,0,0,0,0,0
0,_079,_Newton Township Part G Voting District,_Newton Township Part G Voting District,0,0,0,0,0,0,0,0,0
0,_079,_North Newton City Voting District,_North Newton City Voting District,583,364,32,21,5,486,476,37,0
0,_079,_Pleasant Township Voting District,_Pleasant Township Voting District,70,206,11,4,1,60,220,10,0
0,_079,_Richland Township Voting District,_Richland Township Voting District,37,169,2,3,4,30,174,12,0
0,_079,_Sedgwick City Voting District,_Sedgwick City Voting District,132,423,31,19,2,112,447,48,0
0,_079,_Sedgwick Township Voting District,_Sedgwick Township Voting District,27,118,11,2,3,22,131,7,0
0,_079,_Walton City Voting District,_Walton City Voting District,27,64,1,10,1,24,70,6,0
0,_079,_Walton Township Voting District,_Walton Township Voting District,34,102,7,5,0,33,105,10,0
0,_081,_Ivanhoe Township Voting District,_Ivanhoe Township Voting District,17,50,2,0,0,15,53,2,0
0,_081,_North Dudley Voting District,_North Dudley Voting District,4,40,1,1,0,2,40,3,0
0,_081,_North Lockport Voting District,_North Lockport Voting District,5,47,0,0,2,2,50,1,0
0,_081,_Satanta 1 Voting District,_Satanta 1 Voting District,17,58,2,2,0,14,58,4,0
0,_081,_Satanta 2 H122,_Satanta 2 H122,2,22,3,0,0,2,22,1,0
0,_081,_Satanta 2 H124 Voting District,_Satanta 2 H124 Voting District,85,267,11,10,0,56,305,10,0
0,_081,_South Lockport Voting District,_South Lockport Voting District,9,44,3,1,2,7,44,6,0
0,_081,_Sublette 1 H122,_Sublette 1 H122,5,20,0,0,0,6,18,1,0
0,_081,_Sublette 1 H124,_Sublette 1 H124,59,306,15,4,1,32,337,16,0
0,_081,_Sublette 3 H124,_Sublette 3 H124,42,183,4,3,1,22,206,4,0
0,_081,_Sublette 3 Voting District,_Sublette 3 Voting District,0,3,0,1,0,0,4,1,0
0,_083,_Benton Township Voting District,_Benton Township Voting District,3,27,0,0,0,3,26,0,0
0,_083,_City of Jetmore - North,_City of Jetmore - North,24,146,7,7,0,15,159,11,0
0,_083,_City of Jetmore - Northwest / Southwest Center Voting District,_City of Jetmore - Northwest / Southwest Center Voting District,7,79,1,0,0,7,77,3,0
0,_083,_City of Jetmore - South,_City of Jetmore - South,34,143,2,2,0,16,154,7,0
0,_083,_East Sawlog Township Voting District,_East Sawlog Township Voting District,3,18,0,0,0,3,18,1,0
0,_083,_North Center Voting District,_North Center Voting District,6,36,1,0,0,5,34,2,0
0,_083,_North Hallet Voting District,_North Hallet Voting District,0,7,0,0,0,1,6,0,0
0,_083,_North Marena Township Voting District,_North Marena Township Voting District,20,133,4,3,0,13,140,5,0
0,_083,_North Roscoe Voting District,_North Roscoe Voting District,1,27,0,0,0,1,25,1,0
0,_083,_South Hallet Voting District,_South Hallet Voting District,0,19,1,0,0,0,18,1,0
0,_083,_South Marena Voting District,_South Marena Voting District,11,68,2,2,0,7,70,7,0
0,_083,_South Roscoe Voting District,_South Roscoe Voting District,4,29,1,0,0,3,31,0,0
0,_083,_Southeast Center Voting District,_Southeast Center Voting District,2,16,0,1,0,0,19,0,0
0,_083,_Sterling Township Voting District,_Sterling Township Voting District,5,52,1,1,0,6,57,1,0
0,_083,_Valley Township Voting District,_Valley Township Voting District,3,23,1,1,0,1,26,0,0
0,_083,_West Sawlog Voting District,_West Sawlog Voting District,1,32,0,0,0,2,29,1,0
0,_085,_Adrian Township Voting District,_Adrian Township Voting District,11,55,2,1,0,10,55,1,0
0,_085,_Banner Township Voting District,_Banner Township Voting District,27,139,9,3,2,25,144,9,0
0,_085,_Cedar Township Voting District,_Cedar Township Voting District,134,381,26,15,3,127,395,39,0
0,_085,_Douglas Township Voting District,_Douglas Township Voting District,293,728,38,34,2,303,729,67,0
0,_085,_Franklin Township Voting District,_Franklin Township Voting District,110,351,20,10,0,97,378,17,0
0,_085,_Garfield Township Voting District,_Garfield Township Voting District,57,189,13,4,0,55,206,7,0
0,_085,_Grant Township Voting District,_Grant Township Voting District,16,53,3,4,0,18,61,1,0
0,_085,_Holton Ward 1,_Holton Ward 1,131,277,21,10,2,119,284,31,0
0,_085,_Holton Ward 1 Exclave City Lake,_Holton Ward 1 Exclave City Lake,0,0,0,0,0,0,0,0,0
0,_085,_Holton Ward 2,_Holton Ward 2,150,306,15,14,0,123,344,18,0
0,_085,_Holton Ward 3,_Holton Ward 3,127,245,8,7,0,105,270,14,0
0,_085,_Holton Ward 3 Exclave Industrial Park,_Holton Ward 3 Exclave Industrial Park,0,0,0,0,0,0,0,0,0
0,_085,_Jefferson Township Voting District,_Jefferson Township Voting District,45,199,5,4,0,44,194,15,0
0,_085,_Liberty Township Voting District,_Liberty Township Voting District,75,197,5,3,0,66,197,15,0
0,_085,_Lincoln Township Voting District,_Lincoln Township Voting District,201,176,14,25,2,194,204,23,0
0,_085,_Netawaka Township Voting District,_Netawaka Township Voting District,23,131,5,0,0,26,133,4,0
0,_085,_Soldier Township Voting District,_Soldier Township Voting District,35,142,12,5,0,41,147,9,0
0,_085,_Straight Creek Township Voting District,_Straight Creek Township Voting District,8,69,3,0,0,15,62,4,0
0,_085,_Washington Township Voting District,_Washington Township Voting District,42,180,8,2,0,33,189,11,0
0,_085,_Whiting Township Voting District,_Whiting Township Voting District,27,121,6,2,0,24,123,6,0
0,_087,_Delaware Township Voting District,_Delaware Township Voting District,219,504,30,13,4,188,547,39,0
0,_087,_East Fairview Voting District,_East Fairview Voting District,145,230,25,5,1,150,225,25,0
0,_087,_Jefferson Township Voting District,_Jefferson Township Voting District,123,319,23,7,4,102,356,18,0
0,_087,_Kaw Township Voting District,_Kaw Township Voting District,232,420,28,21,5,231,452,29,0
0,_087,_Kentucky Township Voting District,_Kentucky Township Voting District,253,410,46,11,5,257,426,40,0
0,_087,_Norton Township Voting District,_Norton Township Voting District,84,250,25,8,0,94,267,13,0
0,_087,_Oskaloosa Township Voting District,_Oskaloosa Township Voting District,245,577,42,17,2,239,598,42,0
0,_087,_Ozawkie Township Voting District,_Ozawkie Township Voting District,207,506,25,11,5,215,508,35,0
0,_087,_Rock Creek Township Voting District,_Rock Creek Township Voting District,317,825,55,39,4,320,857,76,0
0,_087,_Rural Township Voting District,_Rural Township Voting District,136,184,13,14,2,137,201,16,0
0,_087,_Sarcoxie Township Voting District,_Sarcoxie Township Voting District,262,231,29,16,3,277,254,24,0
0,_087,_Union Township Voting District,_Union Township Voting District,194,517,36,15,1,206,504,38,0
0,_087,_West Fairview Voting District,_West Fairview Voting District,101,240,7,8,1,88,261,9,0
0,_089,_Allen Township Voting District,_Allen Township Voting District,0,16,0,0,0,0,14,2,0
0,_089,_Athens Township Voting District,_Athens Township Voting District,3,19,0,0,0,2,20,0,0
0,_089,_Browns Creek Township Voting District,_Browns Creek Township Voting District,3,27,0,2,0,2,25,4,0
0,_089,_Buffalo Township Voting District,_Buffalo Township Voting District,20,182,4,2,0,11,185,13,0
0,_089,_Burr Oak Township Voting District,_Burr Oak Township Voting District,9,85,9,2,0,8,89,7,0
0,_089,_Calvin Township Voting District,_Calvin Township Voting District,2,26,1,1,0,0,30,0,0
0,_089,_Center Township Voting District,_Center Township Voting District,74,336,13,23,0,61,353,21,0
0,_089,_Erving Township Voting District,_Erving Township Voting District,0,15,1,0,0,1,16,0,0
0,_089,_Esbon Township Voting District,_Esbon Township Voting District,8,63,7,2,0,8,67,7,0
0,_089,_Grant Township Voting District,_Grant Township Voting District,11,72,5,2,1,7,74,8,0
0,_089,_Harrison Township Voting District,_Harrison Township Voting District,1,12,0,0,0,1,12,0,0
0,_089,_Highland Township Voting District,_Highland Township Voting District,6,16,1,0,0,5,18,0,0
0,_089,_Holmwood Township Voting District,_Holmwood Township Voting District,1,17,0,0,0,1,14,2,0
0,_089,_Ionia Township Voting District,_Ionia Township Voting District,2,34,0,0,0,1,32,1,0
0,_089,_Jackson Township Voting District,_Jackson Township Voting District,9,53,0,2,1,4,52,4,0
0,_089,_Limestone Township Voting District,_Limestone Township Voting District,6,29,0,0,0,3,30,0,0
0,_089,_Montana Township Voting District,_Montana Township Voting District,8,26,2,0,0,4,28,0,0
0,_089,_Odessa Township Voting District,_Odessa Township Voting District,0,4,0,0,0,0,5,0,0
0,_089,_Prairie Township Voting District,_Prairie Township Voting District,5,61,0,1,0,2,63,1,0
0,_089,_Richland Township Voting District,_Richland Township Voting District,5,17,0,1,0,1,15,3,0
0,_089,_Sinclair Township Voting District,_Sinclair Township Voting District,0,23,2,0,0,0,24,1,0
0,_089,_Vicksburg Township Voting District,_Vicksburg Township Voting District,0,14,0,0,0,0,14,0,0
0,_089,_Walnut Township Voting District,_Walnut Township Voting District,0,36,1,0,0,0,39,1,0
0,_089,_Washington Township Voting District,_Washington Township Voting District,4,17,2,3,0,3,20,2,0
0,_089,_White Mound Township Voting District,_White Mound Township Voting District,3,23,0,0,0,2,24,0,0
0,_091,_Aubry Twp 0-01,_Aubry Twp 0-01,37,90,3,0,1,30,93,7,0
0,_091,_Aubry Twp 0-02,_Aubry Twp 0-02,246,536,44,6,23,186,598,55,1
0,_091,_Aubry Twp 0-03,_Aubry Twp 0-03,153,283,20,7,4,131,295,25,0
0,_091,_Aubry Twp 0-04,_Aubry Twp 0-04,312,716,48,13,26,266,754,72,1
0,_091,_Aubry Twp 0-05,_Aubry Twp 0-05,8,9,0,0,2,4,13,1,0
0,_091,_Aubry Twp 0-06,_Aubry Twp 0-06,19,74,4,2,6,18,79,4,0
0,_091,_Aubry Twp 0-07,_Aubry Twp 0-07,0,0,0,0,0,0,0,0,0
0,_091,_Bonner Springs 4-01,_Bonner Springs 4-01,0,0,0,0,0,0,0,0,0
0,_091,_De Soto 0-01,_De Soto 0-01,303,548,53,32,15,303,542,94,0
0,_091,_De Soto 0-02,_De Soto 0-02,228,335,50,11,12,230,349,48,0
0,_091,_De Soto 0-03,_De Soto 0-03,266,555,36,16,16,256,575,47,0
0,_091,_De Soto 0-04,_De Soto 0-04,0,0,0,0,0,0,0,0,0
0,_091,_De Soto 0-05,_De Soto 0-05,0,0,0,0,0,0,0,0,0
0,_091,_De Soto 0-06,_De Soto 0-06,43,40,2,4,2,44,37,9,0
0,_091,_De Soto 0-07,_De Soto 0-07,0,2,0,0,1,0,3,0,0
0,_091,_De Soto 0-08,_De Soto 0-08,0,0,0,0,0,0,0,0,0
0,_091,_De Soto 0-09,_De Soto 0-09,0,0,0,0,0,0,0,0,0
0,_091,_Edgerton 0-01,_Edgerton 0-01,211,423,38,13,9,141,360,175,1
0,_091,_Edgerton 0-02,_Edgerton 0-02,0,0,0,0,0,0,0,0,0
0,_091,_Edgerton 0-03,_Edgerton 0-03,0,0,0,0,0,0,0,0,0
0,_091,_Edgerton 0-04,_Edgerton 0-04,0,0,0,0,0,0,0,0,0
0,_091,_Edgerton 0-05,_Edgerton 0-05,0,3,0,0,0,0,2,1,0
0,_091,_Edgerton 0-06,_Edgerton 0-06,0,1,0,0,0,0,0,1,0
0,_091,_Edgerton 0-07,_Edgerton 0-07,0,0,0,0,0,0,0,0,0
0,_091,_Edgerton 0-08,_Edgerton 0-08,0,0,0,0,0,0,0,0,0
0,_091,_Fairway 1-01,_Fairway 1-01,244,118,12,2,12,193,182,10,1
0,_091,_Fairway 1-02,_Fairway 1-02,157,106,8,1,4,118,141,10,0
0,_091,_Fairway 2-01,_Fairway 2-01,174,88,11,2,6,139,130,5,0
0,_091,_Fairway 2-02,_Fairway 2-02,160,111,13,4,5,119,160,11,0
0,_091,_Fairway 3-01,_Fairway 3-01,231,127,14,5,4,161,214,7,0
0,_091,_Fairway 3-02,_Fairway 3-02,190,126,11,6,6,149,183,8,0
0,_091,_Fairway 4-01,_Fairway 4-01,99,38,11,2,2,80,55,10,1
0,_091,_Fairway 4-02,_Fairway 4-02,125,41,12,5,1,107,67,6,0
0,_091,_Fairway 4-03,_Fairway 4-03,81,34,14,2,4,65,58,7,0
0,_091,_Fairway 4-04,_Fairway 4-04,108,52,11,2,3,101,63,6,0
0,_091,_Gardner 0-01,_Gardner 0-01,426,789,77,24,30,360,780,178,4
0,_091,_Gardner 0-02,_Gardner 0-02,90,96,27,7,9,69,97,58,0
0,_091,_Gardner 0-03,_Gardner 0-03,329,548,76,23,20,277,485,209,3
0,_091,_Gardner 0-04,_Gardner 0-04,236,428,31,14,25,194,391,124,1
0,_091,_Gardner 0-05,_Gardner 0-05,0,0,0,0,0,0,0,0,0
0,_091,_Gardner 0-06,_Gardner 0-06,327,628,87,24,19,274,608,187,1
0,_091,_Gardner 0-07,_Gardner 0-07,12,8,0,1,0,13,7,1,0
0,_091,_Gardner 0-08,_Gardner 0-08,29,68,9,1,0,26,69,12,0
0,_091,_Gardner 0-09,_Gardner 0-09,383,724,85,21,29,326,707,163,4
0,_091,_Gardner 0-10,_Gardner 0-10,262,512,50,20,14,225,489,122,0
0,_091,_Gardner 0-11,_Gardner 0-11,0,0,0,0,0,0,0,0,0
0,_091,_Gardner 0-12,_Gardner 0-12,5,4,0,1,0,5,4,1,0
0,_091,_Gardner 0-13,_Gardner 0-13,288,484,76,19,23,250,490,134,0
0,_091,_Gardner 0-14,_Gardner 0-14,230,389,40,16,8,183,373,121,0
0,_091,_Gardner 0-15,_Gardner 0-15,0,0,0,0,0,0,0,0,0
0,_091,_Gardner 0-16,_Gardner 0-16,0,0,0,0,0,0,0,0,0
0,_091,_Gardner Twp 0-01,_Gardner Twp 0-01,108,272,21,6,7,85,278,44,0
0,_091,_Gardner Twp 0-02,_Gardner Twp 0-02,136,339,14,12,4,111,312,65,0
0,_091,_Gardner Twp 0-03,_Gardner Twp 0-03,0,0,0,0,0,0,0,0,0
0,_091,_Gardner Twp 0-04,_Gardner Twp 0-04,0,1,0,0,0,0,1,0,0
0,_091,_Gardner Twp 0-05,_Gardner Twp 0-05,0,5,0,0,0,1,4,0,0
0,_091,_Gardner Twp 0-06,_Gardner Twp 0-06,0,0,0,0,0,0,0,0,0
0,_091,_Gardner Twp 0-07,_Gardner Twp 0-07,2,2,0,0,0,1,2,1,0
0,_091,_Gardner Twp 0-08,_Gardner Twp 0-08,3,2,0,0,0,3,2,0,0
0,_091,_Gardner Twp 0-09,_Gardner Twp 0-09,0,3,0,0,0,0,3,0,0
0,_091,_Gardner Twp 0-10,_Gardner Twp 0-10,0,3,0,0,0,0,2,1,0
0,_091,_Gardner Twp 0-11,_Gardner Twp 0-11,29,71,8,1,1,24,71,13,1
0,_091,_Gardner Twp 0-12,_Gardner Twp 0-12,0,0,0,0,0,0,0,0,0
0,_091,_Gardner Twp 0-13,_Gardner Twp 0-13,0,1,0,0,0,0,1,0,0
0,_091,_Lake Quivira 0-01,_Lake Quivira 0-01,262,356,21,5,18,191,441,21,0
0,_091,_Leawood 1-01,_Leawood 1-01,395,209,40,4,15,325,323,21,0
0,_091,_Leawood 1-02,_Leawood 1-02,490,411,39,9,41,360,607,19,1
0,_091,_Leawood 1-03,_Leawood 1-03,419,367,36,12,21,316,495,27,0
0,_091,_Leawood 1-04,_Leawood 1-04,374,278,29,5,14,311,365,18,0
0,_091,_Leawood 1-05,_Leawood 1-05,328,253,30,9,19,235,359,37,0
0,_091,_Leawood 1-06,_Leawood 1-06,112,55,9,3,3,83,83,8,0
0,_091,_Leawood 1-07,_Leawood 1-07,384,331,21,10,31,297,452,23,1
0,_091,_Leawood 2-01,_Leawood 2-01,370,356,23,9,23,290,453,27,1
0,_091,_Leawood 2-02,_Leawood 2-02,514,421,45,15,17,417,543,38,0
0,_091,_Leawood 2-03,_Leawood 2-03,431,447,42,12,23,333,556,39,3
0,_091,_Leawood 2-04,_Leawood 2-04,345,528,33,7,42,219,701,26,0
0,_091,_Leawood 2-05,_Leawood 2-05,255,286,28,11,8,200,349,23,0
0,_091,_Leawood 2-06,_Leawood 2-06,228,257,16,1,7,167,318,11,0
0,_091,_Leawood 2-07,_Leawood 2-07,245,241,24,4,7,223,279,14,0
0,_091,_Leawood 3-01,_Leawood 3-01,387,375,29,7,21,304,492,16,0
0,_091,_Leawood 3-02,_Leawood 3-02,464,413,40,7,13,363,543,28,0
0,_091,_Leawood 3-03,_Leawood 3-03,245,307,25,4,17,192,378,27,0
0,_091,_Leawood 3-04,_Leawood 3-04,147,129,14,7,13,119,176,9,0
0,_091,_Leawood 3-05,_Leawood 3-05,549,749,53,15,27,424,885,55,0
0,_091,_Leawood 3-06,_Leawood 3-06,516,763,44,14,31,401,923,32,0
0,_091,_Leawood 4-01,_Leawood 4-01,95,155,8,4,3,74,185,4,0
0,_091,_Leawood 4-02,_Leawood 4-02,307,403,30,5,17,229,502,22,0
0,_091,_Leawood 4-03,_Leawood 4-03,186,357,17,4,9,134,426,8,0
0,_091,_Leawood 4-04,_Leawood 4-04,396,454,45,16,23,318,592,22,0
0,_091,_Leawood 4-05,_Leawood 4-05,414,428,43,9,16,297,577,25,0
0,_091,_Leawood 4-06,_Leawood 4-06,224,431,33,8,22,160,534,16,0
0,_091,_Leawood 4-07,_Leawood 4-07,519,772,46,8,28,386,932,30,1
0,_091,_Lenexa 1-01,_Lenexa 1-01,559,781,78,29,32,506,881,69,1
0,_091,_Lenexa 1-02,_Lenexa 1-02,494,444,53,24,39,399,579,52,1
0,_091,_Lenexa 1-03,_Lenexa 1-03,571,508,53,18,30,478,618,70,1
0,_091,_Lenexa 1-04,_Lenexa 1-04,428,360,56,16,17,368,442,46,0
0,_091,_Lenexa 1-05,_Lenexa 1-05,4,5,0,0,0,4,5,0,0
0,_091,_Lenexa 1-06,_Lenexa 1-06,521,540,76,20,35,407,720,45,2
0,_091,_Lenexa 1-07,_Lenexa 1-07,84,100,9,1,2,72,113,7,1
0,_091,_Lenexa 1-08,_Lenexa 1-08,241,191,33,11,8,223,230,28,0
0,_091,_Lenexa 1-09,_Lenexa 1-09,9,9,0,0,0,8,8,1,0
0,_091,_Lenexa 2-01,_Lenexa 2-01,206,246,38,9,5,169,295,26,0
0,_091,_Lenexa 2-02,_Lenexa 2-02,252,444,34,6,16,202,524,23,0
0,_091,_Lenexa 2-03,_Lenexa 2-03,426,665,48,12,33,355,771,40,3
0,_091,_Lenexa 2-04,_Lenexa 2-04,333,762,41,15,36,255,879,44,0
0,_091,_Lenexa 2-05,_Lenexa 2-05,374,277,43,13,18,334,341,38,1
0,_091,_Lenexa 2-06,_Lenexa 2-06,179,362,22,7,9,144,415,17,0
0,_091,_Lenexa 2-07,_Lenexa 2-07,455,621,49,16,16,373,726,49,0
0,_091,_Lenexa 2-08,_Lenexa 2-08,0,0,0,0,0,0,0,0,0
0,_091,_Lenexa 2-09,_Lenexa 2-09,0,0,0,0,0,0,0,0,0
0,_091,_Lenexa 2-10,_Lenexa 2-10,165,86,15,9,7,161,93,19,0
0,_091,_Lenexa 2-11,_Lenexa 2-11,240,246,23,9,20,208,303,21,1
0,_091,_Lenexa 3-01,_Lenexa 3-01,456,260,35,16,21,412,303,54,1
0,_091,_Lenexa 3-02,_Lenexa 3-02,555,366,41,30,20,510,430,51,1
0,_091,_Lenexa 3-03,_Lenexa 3-03,524,510,49,23,19,449,618,52,0
0,_091,_Lenexa 3-04,_Lenexa 3-04,283,370,38,9,7,246,422,29,0
0,_091,_Lenexa 3-05,_Lenexa 3-05,363,215,45,17,24,342,224,71,3
0,_091,_Lenexa 3-06,_Lenexa 3-06,341,280,47,15,10,310,330,39,1
0,_091,_Lenexa 3-07,_Lenexa 3-07,399,399,42,16,26,331,502,33,3
0,_091,_Lenexa 3-08,_Lenexa 3-08,414,399,33,10,16,338,499,35,1
0,_091,_Lenexa 3-09,_Lenexa 3-09,350,363,57,14,33,305,438,61,0
0,_091,_Lenexa 4-01,_Lenexa 4-01,219,178,34,12,13,205,220,28,1
0,_091,_Lenexa 4-02,_Lenexa 4-02,350,378,52,12,17,334,428,42,1
0,_091,_Lenexa 4-03,_Lenexa 4-03,305,159,44,17,9,287,173,49,0
0,_091,_Lenexa 4-04,_Lenexa 4-04,200,219,19,8,9,178,225,45,0
0,_091,_Lenexa 4-05,_Lenexa 4-05,170,164,15,14,9,164,167,33,0
0,_091,_Lenexa 4-06,_Lenexa 4-06,373,317,43,17,20,325,373,54,0
0,_091,_Lenexa 4-07,_Lenexa 4-07,332,293,50,5,19,288,351,41,0
0,_091,_Lenexa 4-08,_Lenexa 4-08,348,274,17,7,11,234,391,19,0
0,_091,_Lenexa 4-09,_Lenexa 4-09,329,298,43,13,16,286,358,36,1
0,_091,_Lenexa 4-10,_Lenexa 4-10,210,179,22,7,14,197,201,29,0
0,_091,_Lenexa 4-11,_Lenexa 4-11,57,36,10,2,3,53,42,12,0
0,_091,_Lenexa 4-12,_Lenexa 4-12,284,254,31,11,9,251,301,30,1
0,_091,_Lexington Twp 0-01,_Lexington Twp 0-01,237,521,30,18,22,206,553,61,1
0,_091,_Lexington Twp 0-02,_Lexington Twp 0-02,0,2,0,1,0,2,1,0,0
