IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_NV_20201103_GEN_PRE_DEM_BIDEN,USA_NV_20201103_GEN_PRE_REP_TRUMP,USA_NV_20201103_GEN_PRE_LIB_JORGENSEN,USA_NV_20201103_GEN_PRE_IND_BLANKENSHIP,USA_NV_20201103_GEN_PRE_OTH_NONE
0,_Washoe,_8126,_008126,0,0,0,0,0
0,_Washoe,_8127,_008127,1,0,0,0,0
0,_Washoe,_8128,_008128,6,2,0,0,0
0,_Washoe,_8129,_008129,25,23,1,0,0
0,_Washoe,_8200,_008200,273,491,11,2,16
0,_Washoe,_8201,_008201,118,214,4,1,5
0,_Washoe,_8202,_008202,522,705,9,2,12
0,_Washoe,_8203,_008203,390,527,14,1,13
0,_Washoe,_8204,_008204,42,87,0,0,1
0,_Washoe,_8205,_008205,438,577,11,1,8
0,_Washoe,_8206,_008206,52,111,3,0,0
0,_Washoe,_8207,_008207,227,387,6,1,8
0,_Washoe,_8208,_008208,118,205,1,1,4
0,_Washoe,_8209,_008209,404,480,11,2,12
0,_Washoe,_8210,_008210,186,348,5,2,10
0,_Washoe,_8211,_008211,12,21,4,0,1
0,_Washoe,_8212,_008212,3,4,0,0,0
0,_Washoe,_8213,_008213,78,147,1,0,4
0,_Washoe,_8214,_008214,41,103,0,0,2
0,_Washoe,_8216,_008216,152,225,3,2,4
0,_Washoe,_8217,_008217,381,495,15,0,13
0,_Washoe,_8218,_008218,3,5,0,0,0
0,_Washoe,_8219,_008219,101,269,3,1,2
0,_Washoe,_8220,_008220,286,449,8,0,11
0,_Washoe,_8221,_008221,246,346,12,1,4
0,_Washoe,_8222,_008222,311,582,14,4,8
0,_Washoe,_8226,_008226,3,1,0,0,0
0,_Washoe,_8227,_008227,13,24,0,1,2
0,_Washoe,_8232,_008232,2,24,0,0,0
0,_Washoe,_8233,_008233,365,390,13,2,8
0,_Washoe,_8234,_008234,42,79,0,0,1
0,_Washoe,_8235,_008235,66,101,2,0,4
0,_Washoe,_8236,_008236,590,707,14,1,24
0,_Washoe,_8237,_008237,165,213,1,1,6
0,_Washoe,_8238,_008238,408,711,12,0,10
0,_Washoe,_8240,_008240,323,506,9,2,11
0,_Washoe,_8245,_008245,139,201,9,0,3
0,_Washoe,_8247,_008247,81,139,0,0,2
0,_Washoe,_8250,_008250,369,434,5,1,8
0,_Washoe,_8253,_008253,172,245,1,0,6
0,_Washoe,_8254,_008254,515,630,16,4,18
0,_Washoe,_8256,_008256,233,348,8,2,10
0,_Washoe,_8259,_008259,0,0,0,0,0
0,_Washoe,_8260,_008260,0,0,0,0,0
0,_Washoe,_8261,_008261,3,9,0,0,0
0,_Washoe,_8263,_008263,217,333,6,2,5
0,_Washoe,_8264,_008264,95,175,2,2,3
0,_Washoe,_8265,_008265,2,3,0,0,0
0,_Washoe,_8271,_008271,355,479,5,2,15
0,_Washoe,_8273,_008273,86,222,5,0,2
0,_Washoe,_8275,_008275,0,0,0,0,0
0,_Washoe,_8276,_008276,11,15,0,0,0
0,_Washoe,_8277,_008277,198,254,1,1,2
0,_Washoe,_8290,_008290,0,0,0,0,0
0,_Washoe,_8291,_008291,0,0,0,0,0
0,_Washoe,_8292,_008292,0,0,0,0,0
0,_Washoe,_8294,_008294,0,0,0,0,0
0,_Washoe,_8297,_008297,301,426,13,4,10
0,_Washoe,_8400,_008400,0,0,0,0,0
0,_Washoe,_8500,_008500,26,28,1,0,1
0,_Washoe,_8502,_008502,53,139,1,0,3
0,_Washoe,_8505,_008505,14,6,0,0,0
0,_Washoe,_9101,_009101,0,0,0,0,0
0,_Washoe,_9102,_009102,0,0,0,0,0
0,_Washoe,_9103,_009103,0,0,0,0,0
0,_Washoe,_9106,_009106,0,0,0,0,0
0,_Washoe,_9107,_009107,0,0,0,0,0
0,_Washoe,_9109,_009109,0,0,0,0,0
0,_Washoe,_9115,_009115,0,0,0,0,0
0,_Washoe,_9116,_009116,0,0,0,0,0
0,_Washoe,_9120,_009120,0,0,0,0,0
0,_Washoe,_9121,_009121,0,0,0,0,0
0,_Washoe,_9122,_009122,0,0,0,0,0
0,_Washoe,_9123,_009123,0,0,0,0,0
0,_Washoe,_9124,_009124,0,0,0,0,0
0,_Washoe,_9125,_009125,0,0,0,0,0
0,_Washoe,_9126,_009126,0,0,0,0,0
0,_Washoe,_9127,_009127,0,0,0,0,0
0,_Washoe,_9128,_009128,0,0,0,0,0
0,_Washoe,_9129,_009129,0,0,0,0,0
0,_Washoe,_9130,_009130,0,0,0,0,0
0,_Washoe,_9131,_009131,0,0,0,0,0
0,_Washoe,_9202,_009202,0,0,0,0,0
0,_Washoe,_9207,_009207,0,0,0,0,0
0,_Washoe,_9208,_009208,0,0,0,0,0
0,_Washoe,_9210,_009210,0,0,0,0,0
0,_Washoe,_9211,_009211,0,0,0,0,0
0,_Washoe,_9243,_009243,0,0,0,0,0
0,_Washoe,_9244,_009244,0,0,0,0,0
0,_Washoe,_9248,_009248,0,0,0,0,0
0,_Washoe,_9249,_009249,0,0,0,0,0
0,_Washoe,_9251,_009251,0,0,0,0,0
0,_Washoe,_9253,_009253,0,0,0,0,0
0,_Washoe,_9254,_009254,0,0,0,0,0
0,_Washoe,_9303,_009303,0,0,0,0,0
0,_Washoe,_9304,_009304,0,0,0,0,0
0,_Washoe,_9307,_009307,0,0,0,0,0
0,_Washoe,_9308,_009308,0,0,0,0,0
0,_Washoe,_9309,_009309,0,0,0,0,0
0,_Washoe,_9310,_009310,0,0,0,0,0
0,_Washoe,_9311,_009311,0,0,0,0,0
0,_Washoe,_9408,_009408,0,0,0,0,0
0,_Washoe,_9427,_009427,0,0,0,0,0
0,_Washoe,_9428,_009428,0,0,0,0,0
0,_Washoe,_9513,_009513,0,0,0,0,0
0,_Washoe,_9516,_009516,0,0,0,0,0
0,_Washoe,_9520,_009520,0,0,0,0,0
0,_Washoe,_9523,_009523,0,0,0,0,0
0,_Washoe,_9532,_009532,0,0,0,0,0
0,_Washoe,_9533,_009533,0,0,0,0,0
0,_Washoe,_9538,_009538,0,0,0,0,0
0,_Washoe,_9540,_009540,0,0,0,0,0
0,_Washoe,_9541,_009541,0,0,0,0,0
0,_Washoe,_9542,_009542,0,0,0,0,0
0,_Washoe,_9543,_009543,0,0,0,0,0
0,_Washoe,_9546,_009546,0,0,0,0,0
0,_Washoe,_9547,_009547,0,0,0,0,0
0,_Washoe,_9548,_009548,0,0,0,0,0
0,_Washoe,_9549,_009549,0,0,0,0,0
0,_Washoe,_9550,_009550,0,0,0,0,0
0,_Washoe,_9551,_009551,0,0,0,0,0
0,_Washoe,_9552,_009552,0,0,0,0,0
0,_Washoe,_9553,_009553,0,0,0,0,0
0,_Washoe,_9554,_009554,0,0,0,0,0
0,_Washoe,_9555,_009555,0,0,0,0,0
0,_Washoe,_9557,_009557,0,0,0,0,0
0,_Washoe,_9558,_009558,0,0,0,0,0
0,_Washoe,_9559,_009559,0,0,0,0,0
0,_Washoe,_9560,_009560,0,0,0,0,0
0,_Washoe,_9561,_009561,0,0,0,0,0
0,_Washoe,_9562,_009562,0,0,0,0,0
0,_Washoe,_Voting Districts Not Defined,_ZZZZZZ,0,0,0,0,0
0,_White Pine,_Ely Precinct 1,_000005,110,389,8,4,6
0,_White Pine,_Ely Precinct 2,_000010,94,324,2,0,3
0,_White Pine,_Ely Precinct 3,_000015,122,336,7,5,1
0,_White Pine,_Ely Precinct 4,_000020,99,409,2,1,3
0,_White Pine,_McGill Precinct 6,_000025,114,396,10,2,5
0,_White Pine,_County Mailing Precinct 10,_000030,26,150,0,0,1
0,_White Pine,_Steptoe Valley Precinct 5,_000035,173,935,11,4,12
0,_White Pine,_Ruth Precinct 7,_000040,37,142,1,2,2
0,_White Pine,_Lund Precinct 8,_000045,17,261,2,2,5
0,_White Pine,_Snake Valley Precinct 9,_000050,67,61,0,1,5
